,geo,time,Display_impression,Social_impression,TV_impression,competitor_activity_score_control,seasonality_index_control,sentiment_score_control,Display_spend,Social_spend,TV_spend,Display_reach,Social_reach,TV_reach,Display_frequency,Social_frequency,TV_frequency,conversions,revenue_per_conversion,population
40,Alabama,2023-10-16,413429.0,1.488574e+06,2.37115e+06,-1.1073964,1.2363079,1.2068948,831.8822,7163.7324,23994.635,221316.83,599020.25,1.3653656e+06,1.8680402,2.4850144,1.7366413,1.6643197e+07,0.03500992,5.193088e+06
41,Alabama,2023-10-23,207837.0,1.285998e+06,6.563975e+06,0.70056766,1.2984899,0.60791904,418.1997,6188.8394,66423.54,187979.22,625526.7,1.3653656e+06,1.1056405,2.0558636,4.807485,1.881032e+07,0.03501226,5.193088e+06
42,Alabama,2023-10-30,289678.0,839301.0,6.715338e+06,-0.91190773,1.3417801,-0.33739802,582.87634,4039.1191,67955.24,164076.27,625526.7,1.3653656e+06,1.76551,1.3417513,4.9183445,1.6920094e+07,0.035352305,5.193088e+06
43,Alabama,2023-11-06,213484.0,1.326939e+06,5.926088e+06,-0.23009427,1.365547,-0.81896156,429.56235,6385.8677,59968.5,194913.8,625526.7,1.3653656e+06,1.0952742,2.1213143,4.340294,1.4791801e+07,0.034912247,5.193088e+06
44,Alabama,2023-11-13,1.141598e+06,1.51434e+06,3.592976e+06,-0.34218067,1.3694441,-0.531901,2297.0693,7287.731,36358.79,274235.34,625526.7,1.3653656e+06,4.1628423,2.4209042,2.6315122,1.5724376e+07,0.03488637,5.193088e+06
45,Alabama,2023-11-20,458410.0,2.477154e+06,4.965523e+06,-1.1652893,1.3534144,-1.2201715,922.3908,11921.254,50248.152,306681.84,625526.7,1.3653656e+06,1.49474,3.9601088,3.6367717,1.352321e+07,0.034719463,5.193088e+06
46,Alabama,2023-11-27,754816.0,1.965183e+06,1.531715e+06,-0.18364637,1.3176918,2.4510639,1518.8049,9457.404,15500.048,301715.56,432915.25,1.3653656e+06,2.5017486,4.5394177,1.121835,2.6565196e+07,0.034787517,5.193088e+06
47,Alabama,2023-12-04,273236.0,736022.0,3.160079e+06,-1.3594375,1.2627972,-0.7202086,549.7925,3542.0913,31978.129,250947.55,430068.38,1.3653656e+06,1.0888181,1.711408,2.3144565,1.1772108e+07,0.034739535,5.193088e+06
48,Alabama,2023-12-11,274029.0,2.635132e+06,6.336578e+06,0.55993474,1.1895311,-0.024319807,551.3881,12681.52,64122.414,161948.83,604551.7,1.3653656e+06,1.69207,4.358821,4.6409388,1.9808094e+07,0.035186928,5.193088e+06
49,Alabama,2023-12-18,291278.0,2.862908e+06,4.218972e+06,-0.4165948,1.0989618,-0.13613519,586.09576,13777.687,42693.496,130102.45,625526.7,1.3277832e+06,2.2388346,4.576795,3.1774557,1.4972878e+07,0.03482966,5.193088e+06
50,Alabama,2023-12-25,703172.0,1.863093e+06,1.953858e+06,-0.5055459,0.9924102,-0.08983838,1414.8893,8966.098,19771.887,162795.1,529647.44,1.2720282e+06,4.3193674,3.5176098,1.5360175,1.6819216e+07,0.034826476,5.193088e+06
51,Alabama,2024-01-01,463816.0,2.237474e+06,4.590974e+06,-1.6645457,0.41251114,-1.3364874,933.2685,10767.799,46457.938,214151.16,599454.56,992827.4,2.1658323,3.7325156,4.6241407,7.4707255e+06,0.034749746,5.193088e+06
52,Alabama,2024-01-08,1.179028e+06,1.089335e+06,4.039579e+06,-0.6600623,0.23769327,0.057648793,2372.384,5242.403,40878.15,244571.52,578649.25,925259.6,4.8207917,1.8825479,4.3658867,1.4817438e+07,0.035238933,5.193088e+06
53,Alabama,2024-01-15,620467.0,411828.0,2.792437e+06,-0.32982063,0.05945217,-0.582079,1248.4741,1981.914,28257.809,204875.36,421037.12,863650.9,3.0285084,0.9781281,3.233294,1.1504618e+07,0.0346979,5.193088e+06
54,Alabama,2024-01-22,256400.0,1.588585e+06,1.497639e+06,-0.038209062,-0.11961296,0.18734719,515.9159,7645.0337,15155.22,146551.44,402653.34,698920.6,1.7495576,3.945291,2.1427882,1.4258956e+07,0.03534556,5.193088e+06
55,Alabama,2024-01-29,679021.0,1.734633e+06,2.989196e+06,-1.5793724,-0.29689094,0.87892795,1366.2937,8347.887,30248.893,137431.6,580478.3,618880.75,4.9407916,2.9882817,4.8300037,1.4355587e+07,0.03468418,5.193088e+06
56,Alabama,2024-02-05,279321.0,1.546218e+06,2.095986e+06,0.38442734,-0.46979672,1.1214662,562.03644,7441.143,21210.137,144860.7,625526.7,522101.84,1.9282048,2.4718666,4.0145164,1.8951672e+07,0.035121713,5.193088e+06
57,Alabama,2024-02-12,566092.0,2.296676e+06,1.044792e+06,-1.6497058,-0.6358089,-0.80310154,1139.0634,11052.707,10572.676,141030.66,562213.75,418573.6,4.013962,4.085059,2.496076,6.7388255e+06,0.0347551,5.193088e+06
58,Alabama,2024-02-19,639519.0,1.321579e+06,1.181282e+06,-1.1907535,-0.79250664,0.06871513,1286.8097,6360.0723,11953.874,164187.89,415733.75,276461.72,3.895042,3.1789074,4.2728577,8.603702e+06,0.034706704,5.193088e+06
59,Alabama,2024-02-26,618603.0,1.489092e+06,428498.0,-0.3529379,-0.9376049,0.08503724,1244.7235,7166.2256,4336.146,158776.27,310285.3,141585.47,3.8960683,4.799106,3.0264285,1.0577519e+07,0.03544186,5.193088e+06
60,Alabama,2024-03-04,257999.0,1.575109e+06,105846.0,0.80930275,-1.068988,1.5382881,519.1333,7580.1807,1071.0989,105689.79,406152.5,104285.85,2.441101,3.8781211,1.0149573,1.4170591e+07,0.03528099,5.193088e+06
61,Alabama,2024-03-11,126585.0,707873.0,136567.0,1.51097,-1.18474,0.71149874,254.70831,3406.6248,1381.9772,124486.56,442037.25,116219.484,1.0168569,1.6013876,1.1750791,1.5409257e+07,0.034694318,5.193088e+06
62,Alabama,2024-03-18,369080.0,1.501016e+06,189387.0,-0.528212,-1.2831726,-1.107495,742.64526,7223.6094,1916.4843,153817.98,434937.97,44727.668,2.3994565,3.4511032,4.2342296,8.840738e+06,0.035046037,5.193088e+06
63,Alabama,2024-03-25,205049.0,749322.0,36848.0,-0.2031721,-1.3628511,-0.7328565,412.58984,3606.097,372.87994,145815.02,512443.94,14372.27,1.4062253,1.4622514,2.563808,9.272817e+06,0.034701254,5.193088e+06
64,Alabama,2024-04-01,305956.0,3.080976e+06,69895.0,0.16397288,-1.422613,-0.79595435,615.6301,14827.135,707.296,104602.03,625526.7,19038.475,2.9249566,4.925411,3.671257,6.4560265e+06,0.034910947,5.193088e+06
65,Alabama,2024-04-08,480225.0,1.472989e+06,19249.0,-0.06461644,-1.4615872,1.4872067,966.2859,7088.73,194.78848,139547.78,376214.0,14372.27,3.4412925,3.915295,1.339327,9.971428e+06,0.035429683,5.193088e+06
66,Alabama,2024-04-15,472363.0,434353.0,34318.0,0.6726981,-1.4792054,-2.0948224,950.4664,2090.3152,347.27783,140007.03,278272.2,14372.27,3.373855,1.5608938,2.3877995,2.3781295e+06,0.03475422,5.193088e+06
67,Alabama,2024-04-22,211795.0,1.243505e+06,20084.0,-0.8036747,-1.4752104,-0.6676686,426.16382,5984.343,203.23819,135419.33,283698.78,14372.27,1.5639927,4.3831882,1.3974303,2.2302952e+06,0.034813844,5.193088e+06
68,Alabama,2024-04-29,252724.0,1.305538e+06,80051.0,-0.9999764,-1.4496607,0.203489,508.51923,6282.8755,810.06866,110860.37,288810.53,42767.996,2.2796583,4.5203953,1.8717594,5.640729e+06,0.035375904,5.193088e+06
69,Alabama,2024-05-06,105833.0,358618.0,186684.0,-0.3890908,-1.4029288,0.3927421,212.95212,1725.842,1889.1315,86243.63,299859.4,73609.55,1.2271389,1.1959544,2.5361433,9.795606e+06,0.035041347,5.193088e+06
70,Alabama,2024-05-13,332392.0,1.021224e+06,69050.0,-0.43424904,-1.335696,0.46563354,668.82336,4914.62,698.7451,75504.695,303264.62,31010.4,4.402271,3.3674345,2.226662,9.34139e+06,0.035453834,5.193088e+06
71,Alabama,2024-05-20,420724.0,1.128304e+06,22823.0,0.5991583,-1.248943,1.3903099,846.5608,5429.9404,230.95523,102502.945,387586.66,14372.27,4.1045084,2.9111025,1.5879551,1.2456292e+07,0.03505099,5.193088e+06
72,Alabama,2024-05-27,610989.0,1.791432e+06,75870.0,0.4178849,-1.1439346,-2.582069,1229.403,8621.231,767.75946,143212.19,517004.56,68322.98,4.266318,3.4650226,1.1104606,1.9489674e+06,0.034999304,5.193088e+06
73,Alabama,2024-06-03,272248.0,1.050193e+06,236729.0,0.71999216,-1.0222023,0.675416,547.8045,5054.033,2395.5571,248311.6,625526.7,51328.41,1.0963974,1.6788936,4.6120405,1.2219083e+07,0.034726124,5.193088e+06
74,Alabama,2024-06-10,370938.0,3.064142e+06,39307.0,0.32529458,-0.8855209,0.4292203,746.3838,14746.122,397.76355,107731.734,625526.7,14372.27,3.443159,4.8984985,2.7349062,1.2785783e+07,0.0354212,5.193088e+06
75,Alabama,2024-06-17,362105.0,934953.0,241394.0,-2.159376,-0.73588383,0.12766561,728.6104,4499.4424,2442.7642,108669.99,562108.7,73475.78,3.3321486,1.6632956,3.2853518,5.4924985e+06,0.03471948,5.193088e+06
76,Alabama,2024-06-24,310527.0,1.590575e+06,158062.0,-1.7869908,-0.57547295,0.27869812,624.8277,7654.6104,1599.4939,176064.45,446419.94,43762.2,1.7637134,3.5629566,3.6118472,7.0960835e+06,0.03466425,5.193088e+06
77,Alabama,2024-07-01,632658.0,747423.0,192894.0,0.12757345,-0.40662754,-0.6055658,1273.0044,3596.9583,1951.973,211439.64,334962.97,162739.28,2.992144,2.2313607,1.1852945,1.1525377e+07,0.035179585,5.193088e+06
78,Alabama,2024-07-08,809416.0,1.413561e+06,412071.0,0.08545551,-0.23180966,0.9800058,1628.6683,6802.734,4169.9146,212070.39,326076.28,265831.66,3.8167343,4.335062,1.5501207,1.3451775e+07,0.035224218,5.193088e+06
79,Alabama,2024-07-15,612273.0,1.149242e+06,1.806824e+06,-0.35251638,-0.053568583,1.1555799,1231.9866,5530.704,18283.988,194599.55,329291.7,478818.1,3.1463237,3.490042,3.7735078,1.3800183e+07,0.034978475,5.193088e+06
80,Alabama,2024-07-22,651929.0,1.681464e+06,3.218615e+06,1.0962502,0.12549654,-0.17090034,1311.7805,8092.012,32570.479,161054.64,421996.0,628957.1,4.0478745,3.9845488,5.117384,1.6173823e+07,0.034549545,5.193088e+06
81,Alabama,2024-07-29,692468.0,1.449273e+06,4.00593e+06,0.056968395,0.30277455,-0.3708741,1393.3511,6974.5977,40537.64,155835.27,502511.8,874072.8,4.4435887,2.8840578,4.5830617,1.7108944e+07,0.03500009,5.193088e+06
82,Alabama,2024-08-05,361327.0,2.023949e+06,4.055328e+06,-0.7828195,0.47568032,-0.61471695,727.045,9740.214,41037.516,198290.62,432464.38,988436.8,1.8222072,4.6800356,4.102769,1.3331476e+07,0.034711238,5.193088e+06
83,Alabama,2024-08-12,663882.0,831263.0,3.625461e+06,1.4777359,0.64169246,-1.4456698,1335.8318,4000.4365,36687.516,164883.05,387756.2,1.0904601e+06,4.0263805,2.143777,3.3247075,1.6199356e+07,0.034643464,5.193088e+06
84,Alabama,2024-08-19,627438.0,2.088936e+06,1.925066e+06,0.163646,0.7983902,1.4957088,1262.5009,10052.963,19480.527,132928.03,447580.7,1.1991849e+06,4.720136,4.6671715,1.605312,2.295538e+07,0.035387367,5.193088e+06
85,Alabama,2024-08-26,863698.0,661264.0,4.896082e+06,0.017647825,0.94348854,-0.6092146,1737.892,3182.3198,49545.45,186042.86,625526.7,1.2156134e+06,4.6424685,1.0571324,4.027663,1.8250624e+07,0.034530055,5.193088e+06
86,Alabama,2024-09-02,1.134764e+06,1.172606e+06,3.679728e+06,0.3578719,1.0748715,-0.58109295,2283.3184,5643.143,37236.668,256108.97,625526.7,1.2410498e+06,4.430787,1.8745894,2.9650128,1.5610379e+07,0.03540686,5.193088e+06
87,Alabama,2024-09-09,414091.0,1.518143e+06,4.535162e+06,0.014154782,1.1906235,-0.21591711,833.2142,7306.033,45893.152,296287.94,625526.7,1.3203579e+06,1.3975977,2.4269838,3.434797,1.5583221e+07,0.035432532,5.193088e+06
88,Alabama,2024-09-16,1.457494e+06,834548.0,4.644227e+06,-0.12175077,1.2890563,-0.99666315,2932.7,4016.2456,46996.83,299781.75,543696.9,1.3390176e+06,4.861852,1.5349501,3.4683838,1.7146864e+07,0.03459999,5.193088e+06
89,Alabama,2024-09-23,748727.0,2.788784e+06,5.577806e+06,0.13143143,1.3687347,-2.4500806,1506.5529,13420.967,56444.094,264353.53,561573.1,1.3653656e+06,2.8322954,4.966022,4.0852103,1.5616918e+07,0.034724094,5.193088e+06
90,Alabama,2024-09-30,779886.0,1.017553e+06,1.625434e+06,0.49456304,1.4284966,1.7894669,1569.2495,4896.9536,16448.43,237263.36,557894.6,1.3653656e+06,3.2870078,1.8239155,1.1904751,2.6700412e+07,0.03535389,5.193088e+06
91,Alabama,2024-10-07,450930.0,1.546045e+06,2.025337e+06,0.76301116,1.4674709,2.0529325,907.3399,7440.3105,20495.21,277264.5,625526.7,1.3653656e+06,1.6263546,2.4715893,1.483366,2.468361e+07,0.034827925,5.193088e+06
92,Alabama,2024-10-14,752461.0,1.485051e+06,2.278518e+06,-0.67350036,1.485089,-0.05901585,1514.0663,7146.778,23057.252,318438.97,625526.7,1.3653656e+06,2.3629665,2.3740807,1.6687968,1.9695734e+07,0.035445742,5.193088e+06
93,Alabama,2024-10-21,918854.0,1.685136e+06,3.225326e+06,0.9448511,1.481094,2.2294583,1848.8743,8109.6836,32638.389,310452.34,582546.7,1.3653656e+06,2.9597259,2.8927062,2.3622437,2.4713044e+07,0.035198297,5.193088e+06
94,Alabama,2024-10-28,463842.0,1.241401e+06,4.847934e+06,-0.22892879,1.4555442,1.518909,933.3208,5974.2173,49058.22,276818.53,606651.4,1.3653656e+06,1.675617,2.0463173,3.5506492,2.2010138e+07,0.034735095,5.193088e+06
95,Alabama,2024-11-04,759330.0,1.701335e+06,2.136012e+06,-0.81921387,1.4088124,1.0848608,1527.8877,8187.6406,21615.176,239661.31,625526.7,1.3653656e+06,3.1683476,2.7198436,1.5644253,1.9187736e+07,0.03524721,5.193088e+06
96,Alabama,2024-11-11,1.307265e+06,3.208257e+06,4.571186e+06,-0.45906842,1.3415796,0.586722,2630.4165,15439.673,46257.695,384743.38,625526.7,1.3653656e+06,3.397758,5.1288886,3.3479576,1.9208772e+07,0.03493004,5.193088e+06
97,Alabama,2024-11-18,499673.0,1.29575e+06,3.2065e+06,0.43852976,1.2548265,0.621012,1005.4183,6235.771,32447.88,190027.98,625526.7,1.3073268e+06,2.6294694,2.0714543,2.4527147,2.007496e+07,0.034923222,5.193088e+06
98,Alabama,2024-11-25,461240.0,2.471045e+06,2.155873e+06,1.2881688,1.1498182,-2.6119006,928.0852,11891.855,21816.158,191169.98,625526.7,1.233755e+06,2.4127214,3.9503431,1.7474079,1.2606257e+07,0.034568213,5.193088e+06
99,Alabama,2024-12-02,531935.0,2.325317e+06,4.038378e+06,0.4205749,1.0280858,1.4585389,1070.3342,11190.541,40865.992,210538.52,536687.94,1.218105e+06,2.5265443,4.3327165,3.315295,2.3007582e+07,0.035234425,5.193088e+06
100,Alabama,2024-12-09,543413.0,2.132138e+06,4.581366e+06,0.21314724,0.8914045,-0.3976796,1093.4298,10260.871,46360.71,166485.19,625526.7,1.2011151e+06,3.2640307,3.408548,3.8142602,1.5105513e+07,0.035171565,5.193088e+06
101,Alabama,2024-12-16,287924.0,1.561092e+06,4.983356e+06,-0.68065035,0.7417674,-0.10297,579.347,7512.724,50428.613,135964.16,609262.25,1.0546026e+06,2.117643,2.5622656,4.7253394,1.4641639e+07,0.035241574,5.193088e+06
102,Alabama,2024-12-23,724535.0,1.509006e+06,2.747794e+06,-0.22940736,0.5813566,0.4595142,1457.8749,7262.061,27806.049,169417.95,517383.97,996041.9,4.276614,2.916608,2.7587128,1.4174756e+07,0.0351946,5.193088e+06
103,Alabama,2024-12-30,1.063847e+06,752539.0,2.121411e+06,-0.6455467,0.41251114,0.080953635,2140.6223,3621.5789,21467.422,223604.73,622662.1,898985.0,4.7577143,1.208583,2.3597848,1.5455832e+07,0.034594107,5.193088e+06
104,Alabama,2025-01-06,1.024897e+06,2.329636e+06,5.98535e+06,0.17553182,1.2248398,-0.30857226,2062.249,11211.327,60568.195,295529.3,625526.7,1.2780861e+06,3.4680061,3.7242792,4.6830564,1.970941e+07,0.034671705,5.193088e+06
105,Alabama,2025-01-13,1.134493e+06,972366.0,2.753825e+06,0.12038865,1.1341982,1.7368511,2282.7727,4679.492,27867.078,295541.03,472882.38,1.255048e+06,3.8386981,2.0562541,2.1941988,1.6932774e+07,0.03478762,5.193088e+06
106,Alabama,2025-01-20,865750.0,1.033113e+06,2.886655e+06,-0.092067376,1.0270604,-0.9586797,1742.021,4971.8354,29211.238,292274.9,373719.84,1.0965672e+06,2.9621093,2.7644057,2.632447,1.5816302e+07,0.03463439,5.193088e+06
107,Alabama,2025-01-27,532423.0,792006.0,3.471652e+06,0.5986811,0.9049886,0.07626694,1071.3163,3811.513,35131.06,255224.9,383362.2,958482.8,2.0860918,2.0659473,3.6220286,1.8702694e+07,0.034637954,5.193088e+06
108,Alabama,2025-02-03,817799.0,1.043114e+06,2.476917e+06,-0.69768614,0.76976293,0.7390708,1645.5363,5019.965,25064.932,185998.55,477877.16,784848.25,4.3968043,2.182807,3.1559186,1.635873e+07,0.034601066,5.193088e+06
109,Alabama,2025-02-10,638242.0,938923.0,2.131844e+06,0.4575099,0.6233553,0.18886872,1284.2402,4518.548,21572.998,170282.5,625526.7,811552.8,3.7481372,1.5010122,2.6268702,1.6567234e+07,0.03508303,5.193088e+06
