seed,channel,variant,spend_multiplier,mean,q05,q25,q50,q75,q95,true_mroi,pct_error
12345,Display,truth,10.0,0.1747069242738922,,,,,,,
31337,TV,truth,1.0,5.873170646623634,,,,,,,
31337,TV,truth,2.0,4.759525752119274,,,,,,,
31337,TV,truth,3.0,3.958813426919618,,,,,,,
31337,TV,truth,5.0,2.8940257623082104,,,,,,,
31337,TV,truth,10.0,1.6042778053268394,,,,,,,
31337,Display,truth,1.0,3.300221366986865,,,,,,,
31337,Display,truth,2.0,1.6493004818485457,,,,,,,
31337,Display,truth,3.0,1.0081609134993288,,,,,,,
31337,Display,truth,5.0,0.5013347733974283,,,,,,,
31337,Display,truth,10.0,0.173626212507034,,,,,,,
1320,TV,default,1.0,6.333523273468018,5.765700817108154,6.0965375900268555,6.329516410827637,6.568487167358398,6.895975112915039,5.86842961899998,7.925351152925519
1320,Display,default,1.0,3.4145801067352295,3.0608139038085938,3.2750415802001953,3.4156737327575684,3.550403118133545,3.769073247909546,3.3161339446573894,2.9687028244575586
1320,TV,default,2.0,3.8659825325012207,3.3933305740356445,3.6508846282958984,3.8624656200408936,4.076552867889404,4.3550004959106445,4.749306832200074,-18.59901520175442
1320,Display,default,2.0,1.5347111225128174,1.312039852142334,1.4402804374694824,1.5271100997924805,1.626618504524231,1.7738618850708008,1.6625298793343557,-7.688208098414117
1320,TV,default,3.0,2.649895191192627,2.2327065467834473,2.45804500579834,2.6457414627075195,2.8322713375091553,3.0956826210021973,3.9457982589352714,-32.8426083317379
1320,Display,default,3.0,0.887822151184082,0.7323511838912964,0.8200920224189758,0.8797000646591187,0.9506794810295105,1.0584230422973633,1.0180602357891109,-12.792768053069048
1320,TV,default,5.0,1.4991185665130615,1.195660948753357,1.3578314781188965,1.4903085231781006,1.6287761926651,1.8330873250961304,2.8790399483219855,-47.929914366530234
1320,Display,default,5.0,0.4154333174228668,0.33106470108032227,0.3762836754322052,0.4103359580039978,0.45034512877464294,0.5145338177680969,0.5073139468913945,-18.111197224427478
1320,TV,default,10.0,0.5935831069946289,0.4419723451137543,0.5190941095352173,0.5846919417381287,0.6613937616348267,0.7729249000549316,1.5907222329206434,-62.68467902753949
1320,Display,default,10.0,0.1341516077518463,0.10272533446550369,0.11881599575281143,0.13181713223457336,0.14722007513046265,0.17260995507240295,0.17610156725805043,-23.821457218908648
1320,TV,ec_alpha_noisy,1.0,6.599687576293945,6.039813041687012,6.372313499450684,6.5916948318481445,6.822805404663086,7.1678032875061035,5.86842961899998,12.460879737338937
1320,Display,ec_alpha_noisy,1.0,3.573184013366699,3.23177433013916,3.439507007598877,3.572052478790283,3.708723545074463,3.9123690128326416,3.3161339446573894,7.7514983712718255
1320,TV,ec_alpha_noisy,2.0,5.180127143859863,4.5663299560546875,4.920459747314453,5.1847429275512695,5.4284138679504395,5.801583766937256,4.749306832200074,9.071225062546983
1320,Display,ec_alpha_noisy,2.0,1.6739723682403564,1.4567376375198364,1.578582525253296,1.667237401008606,1.763493537902832,1.9094127416610718,1.6625298793343557,0.6882576396510798
1320,TV,ec_alpha_noisy,3.0,4.213316917419434,3.53214955329895,3.9208428859710693,4.2187089920043945,4.47647762298584,4.90935754776001,3.9457982589352714,6.779836193560218
1320,Display,ec_alpha_noisy,3.0,0.9882857799530029,0.8366528749465942,0.917406439781189,0.980237603187561,1.0503950119018555,1.161604881286621,1.0180602357891109,-2.92462614582224
1320,TV,ec_alpha_noisy,5.0,2.9901418685913086,2.3112401962280273,2.6927433013916016,2.971553325653076,3.2638044357299805,3.7279276847839355,2.8790399483219855,3.8589919648067905
1320,Display,ec_alpha_noisy,5.0,0.47215569019317627,0.3859941363334656,0.43144142627716064,0.46676743030548096,0.5070794820785522,0.5747366547584534,0.5073139468913945,-6.930275998452872
1320,TV,ec_alpha_noisy,10.0,1.5967106819152832,1.0927603244781494,1.3536734580993652,1.562282681465149,1.8101060390472412,2.2040295600891113,1.5907222329206434,0.3764610106470112
1320,Display,ec_alpha_noisy,10.0,0.15559138357639313,0.12276799231767654,0.13956034183502197,0.15308573842048645,0.16873914003372192,0.19657276570796967,0.17610156725805043,-11.646792246659965
7,TV,default,1.0,7.196089744567871,6.75535249710083,7.0126051902771,7.198421955108643,7.374614238739014,7.644618988037109,5.872905259269326,22.530322334250762
7,Display,default,1.0,2.9210546016693115,2.6304688453674316,2.7970101833343506,2.9209346771240234,3.041325092315674,3.226752281188965,3.3098968479006583,-11.747865994010498
7,TV,default,2.0,4.511127471923828,4.061240196228027,4.321518421173096,4.496193885803223,4.697440147399902,4.988922595977783,4.757402494316447,-5.1766698883863205
7,Display,default,2.0,1.502868413925171,1.2897356748580933,1.4069817066192627,1.4977971315383911,1.590137243270874,1.7367463111877441,1.6607577985825888,-9.507068688292309
7,TV,default,3.0,3.137789726257324,2.7209789752960205,2.9581189155578613,3.1233444213867188,3.310098648071289,3.603580951690674,3.9549699876473667,-20.66211030532108
7,Display,default,3.0,0.9351162910461426,0.7702201008796692,0.8622444868087769,0.9299235343933105,1.001150131225586,1.1195526123046875,1.0177180451837557,-8.11636921724218
7,TV,default,5.0,1.8024165630340576,1.4793826341629028,1.6631606817245483,1.7876120805740356,1.9358903169631958,2.1633994579315186,2.888211151555137,-37.59401690338468
7,Display,default,5.0,0.4748276472091675,0.374950110912323,0.4279085695743561,0.4698972702026367,0.5139378309249878,0.5918155908584595,0.5074635671030248,-6.43118481986148
7,TV,default,10.0,0.7227090001106262,0.5536165237426758,0.6471371054649353,0.7132622003555298,0.7929719686508179,0.9200971126556396,1.5976694219054177,-54.764797385387354
7,Display,default,10.0,0.16831879317760468,0.12715159356594086,0.1480732560157776,0.16510745882987976,0.18526574969291687,0.2191539853811264,0.17618002289578216,-4.462043760107659
7,TV,ec_alpha_noisy,1.0,7.411241054534912,6.9663166999816895,7.21687126159668,7.401998519897461,7.597259998321533,7.8689470291137695,5.872905259269326,26.193778502345143
7,Display,ec_alpha_noisy,1.0,3.0302627086639404,2.7464327812194824,2.9088480472564697,3.0266940593719482,3.1462666988372803,3.334514856338501,3.3098968479006583,-8.448424591058757
7,TV,ec_alpha_noisy,2.0,5.804564476013184,5.238302230834961,5.5656046867370605,5.800826072692871,6.045354843139648,6.395480632781982,4.757402494316447,22.011212693223992
7,Display,ec_alpha_noisy,2.0,1.5617187023162842,1.3555318117141724,1.471705675125122,1.5557961463928223,1.646571159362793,1.7890664339065552,1.6607577985825888,-5.963488255230942
7,TV,ec_alpha_noisy,3.0,4.710437297821045,4.039552688598633,4.418637275695801,4.6858439445495605,4.998351097106934,5.445182800292969,3.9549699876473667,19.101720431084026
7,Display,ec_alpha_noisy,3.0,0.9718042016029358,0.8187546133995056,0.9011057019233704,0.9667046666145325,1.0334210395812988,1.1460143327713013,1.0177180451837557,-4.511450278208429
7,TV,ec_alpha_noisy,5.0,3.3281426429748535,2.6311984062194824,3.0170352458953857,3.2921032905578613,3.6222050189971924,4.1070685386657715,2.888211151555137,15.231971221454454
7,Display,ec_alpha_noisy,5.0,0.4929124414920807,0.39898741245269775,0.44776394963264465,0.48775744438171387,0.5310790538787842,0.6029743552207947,0.5074635671030248,-2.8674227184451118
7,TV,ec_alpha_noisy,10.0,1.7602636814117432,1.2274221181869507,1.503068208694458,1.7132854461669922,1.988386631011963,2.4157767295837402,1.5976694219054177,10.176965101604797
7,Display,ec_alpha_noisy,10.0,0.17404568195343018,0.13452588021755219,0.15478596091270447,0.1713274121284485,0.1897045373916626,0.22160159051418304,0.17618002289578216,-1.2114545720172454
42,TV,default,1.0,6.301862716674805,5.846428871154785,6.103989601135254,6.304380893707275,6.491751670837402,6.772974014282227,5.870535179062455,7.3473290672152025
42,Display,default,1.0,2.346047878265381,2.0824050903320312,2.2381033897399902,2.3404831886291504,2.447786569595337,2.6137452125549316,3.304652477960316,-29.007727925648663
42,TV,default,2.0,4.312475681304932,3.911470890045166,4.142350673675537,4.309510707855225,4.476133346557617,4.720487117767334,4.753827972606016,-9.284145195080306
42,Display,default,2.0,1.252956509590149,1.0314245223999023,1.1594202518463135,1.2478299140930176,1.33864164352417,1.484148383140564,1.6542090942999867,-24.25646105395378
42,TV,default,3.0,3.180718183517456,2.807267427444458,3.0244195461273193,3.1781835556030273,3.339552402496338,3.5472826957702637,3.951643566914736,-19.508980765671215
42,Display,default,3.0,0.7967445254325867,0.6200283169746399,0.7199119925498962,0.7918912768363953,0.8663414120674133,0.986030101776123,1.0121715230279746,-21.28364537968077
42,TV,default,5.0,1.973880410194397,1.6738642454147339,1.850478172302246,1.9706381559371948,2.1015777587890625,2.2690985202789307,2.8862898713600096,-31.61184433411356
42,Display,default,5.0,0.4153190851211548,0.3047105669975281,0.3649008870124817,0.4110340178012848,0.45923182368278503,0.5396448373794556,0.5038520835790464,-17.57122801378714
42,TV,default,10.0,0.8778586387634277,0.6997025609016418,0.8041310906410217,0.877029538154602,0.9510908126831055,1.052043080329895,1.598081317174851,-45.06796185344688
42,Display,default,10.0,0.1527135968208313,0.10605205595493317,0.130320206284523,0.1498612016439438,0.17165301740169525,0.2078777551651001,0.17458413865301717,-12.527221545396616
42,TV,ec_alpha_noisy,1.0,6.661417007446289,6.1881608963012695,6.457887172698975,6.660496234893799,6.8531718254089355,7.153128147125244,5.870535179062455,13.47205670795657
42,Display,ec_alpha_noisy,1.0,2.3665859699249268,2.0985872745513916,2.2558934688568115,2.3667354583740234,2.4720261096954346,2.637296676635742,3.304652477960316,-28.38623771460468
42,TV,ec_alpha_noisy,2.0,5.664223670959473,5.141841411590576,5.45454216003418,5.655580520629883,5.8772430419921875,6.197694778442383,4.753827972606016,19.150791816608038
42,Display,ec_alpha_noisy,2.0,1.1919325590133667,1.013026237487793,1.1150099039077759,1.1880749464035034,1.2651925086975098,1.3861750364303589,1.6542090942999867,-27.94547175925436
42,TV,ec_alpha_noisy,3.0,4.900850772857666,4.297516822814941,4.655642509460449,4.891050338745117,5.144111633300781,5.519923210144043,3.951643566914736,24.020567388470916
42,Display,ec_alpha_noisy,3.0,0.7340322732925415,0.6037012338638306,0.6761472821235657,0.7300442457199097,0.7881615161895752,0.8827940225601196,1.0121715230279746,-27.479458116284693
42,TV,ec_alpha_noisy,5.0,3.8113749027252197,3.1415517330169678,3.5321238040924072,3.7945315837860107,4.088076114654541,4.500340938568115,2.8862898713600096,32.05100917079107
42,Display,ec_alpha_noisy,5.0,0.3695950210094452,0.29266783595085144,0.334181547164917,0.36603495478630066,0.401948481798172,0.46124282479286194,0.5038520835790464,-26.64612630276807
42,TV,ec_alpha_noisy,10.0,2.3374195098876953,1.7344996929168701,2.070352554321289,2.3089423179626465,2.592611312866211,3.0203468799591064,1.598081317174851,46.26411589742345
42,Display,ec_alpha_noisy,10.0,0.13129983842372894,0.10010860115289688,0.11605564504861832,0.12931382656097412,0.14410214126110077,0.17092928290367126,0.17458413865301717,-24.7928022346377
8,TV,default,1.0,6.980031967163086,6.495506763458252,6.772139549255371,6.989218235015869,7.185821056365967,7.459264755249023,5.8545596673661775,19.223859072961336
8,Display,default,1.0,3.4442310333251953,3.145604133605957,3.3266801834106445,3.444105625152588,3.564779758453369,3.736020565032959,3.312853667849732,3.9656857394711365
8,TV,default,2.0,4.154559135437012,3.693654775619507,3.9677817821502686,4.147875785827637,4.352548122406006,4.615117073059082,4.723390990892522,-12.042870398667226
8,Display,default,2.0,1.6040360927581787,1.3980845212936401,1.517399787902832,1.5994195938110352,1.6855580806732178,1.817877173423767,1.6603294102351478,-3.390490894755427
8,TV,default,3.0,2.8008999824523926,2.398038625717163,2.631080389022827,2.792734146118164,2.9728050231933594,3.2129368782043457,3.9161790792043556,-28.47875631311918
8,Display,default,3.0,0.9447387456893921,0.8000589609146118,0.883159875869751,0.9380244612693787,1.0037894248962402,1.1004536151885986,1.01643322700931,-7.0535357773444
8,TV,default,5.0,1.5502307415008545,1.2619940042495728,1.427003264427185,1.539206624031067,1.6789888143539429,1.8665727376937866,2.850402409445983,-45.61361805043646
8,Display,default,5.0,0.4506097435951233,0.3691902160644531,0.4142138659954071,0.446306973695755,0.48310166597366333,0.5424930453300476,0.5061554750533465,-10.974045366667006
8,TV,default,10.0,0.595695436000824,0.45508909225463867,0.5338993072509766,0.5882993340492249,0.656027615070343,0.7554262280464172,1.5711100134809963,-62.08442242176382
8,Display,default,10.0,0.14851656556129456,0.11750610172748566,0.1342342048883438,0.1462920606136322,0.16060706973075867,0.18500639498233795,0.1754338137354422,-15.343249742458088
8,TV,ec_alpha_noisy,1.0,7.135761737823486,6.666682720184326,6.92637825012207,7.134687423706055,7.338042259216309,7.61266565322876,5.8545596673661775,21.883833170218423
8,Display,ec_alpha_noisy,1.0,3.4942896366119385,3.200880289077759,3.37467098236084,3.499779224395752,3.610285520553589,3.785536289215088,3.312853667849732,5.476727527176606
8,TV,ec_alpha_noisy,2.0,4.906458854675293,4.352753639221191,4.658774375915527,4.90272331237793,5.1428985595703125,5.489189147949219,4.723390990892522,3.8757719641621113
8,Display,ec_alpha_noisy,2.0,1.6129651069641113,1.4314868450164795,1.5349352359771729,1.6119379997253418,1.6883198022842407,1.8093301057815552,1.6603294102351478,-2.8527051908529666
8,TV,ec_alpha_noisy,3.0,3.6308915615081787,3.0628621578216553,3.3740618228912354,3.6160531044006348,3.8709444999694824,4.25370979309082,3.9161790792043556,-7.284843515229089
8,Display,ec_alpha_noisy,3.0,0.9451318979263306,0.8174866437911987,0.888746976852417,0.9427260160446167,0.9973613619804382,1.0877987146377563,1.01643322700931,-7.014856184185558
8,TV,ec_alpha_noisy,5.0,2.261552333831787,1.7820578813552856,2.0340652465820312,2.23177170753479,2.4666411876678467,2.8332083225250244,2.850402409445983,-20.658489259719914
8,Display,ec_alpha_noisy,5.0,0.44800713658332825,0.3774244785308838,0.4156510829925537,0.44525963068008423,0.47732600569725037,0.5292705297470093,0.5061554750533465,-11.488236586572464
8,TV,ec_alpha_noisy,10.0,1.0071148872375488,0.7225427031517029,0.8674354553222656,0.9786837100982666,1.1246140003204346,1.3800468444824219,1.5711100134809963,-35.897876113324735
8,Display,ec_alpha_noisy,10.0,0.14650344848632812,0.12011300027370453,0.1338271200656891,0.14491598308086395,0.1575949788093567,0.17785309255123138,0.1754338137354422,-16.490757758217388
99,TV,default,1.0,5.942654132843018,5.38761568069458,5.7188310623168945,5.945498943328857,6.161688804626465,6.475522041320801,5.851015689322639,1.5661971935506225
99,Display,default,1.0,3.1253230571746826,2.817338228225708,2.994614601135254,3.1236414909362793,3.2490153312683105,3.4316821098327637,3.316236447110793,-5.756929368002083
99,TV,default,2.0,3.9478085041046143,3.484846591949463,3.7536449432373047,3.9501891136169434,4.130375862121582,4.391051292419434,4.716504464073664,-16.2980013233174
99,Display,default,2.0,1.5793148279190063,1.3508051633834839,1.4805376529693604,1.5739364624023438,1.6744766235351562,1.8196319341659546,1.665918934379191,-5.198578674685505
99,TV,default,3.0,2.853555679321289,2.4597935676574707,2.689464569091797,2.8532276153564453,3.012112617492676,3.2441179752349854,3.9078035602260175,-26.978016286052863
99,Display,default,3.0,0.9739248752593994,0.8054609298706055,0.899044394493103,0.9678847789764404,1.04353928565979,1.1592154502868652,1.0216685849280798,-4.67311125868094
99,TV,default,5.0,1.7229722738265991,1.4247969388961792,1.5975348949432373,1.719270944595337,1.8453121185302734,2.0232434272766113,2.841578081710171,-39.36565442573908
99,Display,default,5.0,0.49047160148620605,0.3908184766769409,0.44438958168029785,0.48486214876174927,0.5327731966972351,0.6063668131828308,0.5100404596819513,-3.83672664085275
99,TV,default,10.0,0.7368530631065369,0.5801514387130737,0.6677720546722412,0.7313621044158936,0.8027991056442261,0.9043712019920349,1.564196790180722,-52.892560083734516
99,Display,default,10.0,0.17314337193965912,0.13207170367240906,0.15405721962451935,0.17059949040412903,0.1898408681154251,0.22292815148830414,0.17743900999298082,-2.420909614797573
99,TV,ec_alpha_noisy,1.0,6.3169074058532715,5.769731044769287,6.092245101928711,6.315553188323975,6.532981872558594,6.871973037719727,5.851015689322639,7.962578486686089
99,Display,ec_alpha_noisy,1.0,3.1822314262390137,2.874413251876831,3.062246799468994,3.1822476387023926,3.3025307655334473,3.4923617839813232,3.316236447110793,-4.04087654812818
99,TV,ec_alpha_noisy,2.0,5.282568454742432,4.71108865737915,5.044564247131348,5.284628868103027,5.516307353973389,5.853200435638428,4.716504464073664,12.001769424381203
99,Display,ec_alpha_noisy,2.0,1.5933754444122314,1.3795777559280396,1.5025634765625,1.584876537322998,1.6803839206695557,1.8220804929733276,1.665918934379191,-4.354563026441194
99,TV,ec_alpha_noisy,3.0,4.5100812911987305,3.8956172466278076,4.25064754486084,4.510353088378906,4.768074989318848,5.127469539642334,3.9078035602260175,15.412180312816925
99,Display,ec_alpha_noisy,3.0,0.9771941900253296,0.8254445791244507,0.9093433022499084,0.970190703868866,1.037431240081787,1.149289608001709,1.0216685849280798,-4.35311367686626
99,TV,ec_alpha_noisy,5.0,3.4360578060150146,2.7878315448760986,3.1663925647735596,3.4273810386657715,3.7043137550354004,4.130912780761719,2.841578081710171,20.92075977539436
99,Display,ec_alpha_noisy,5.0,0.4887653887271881,0.39898762106895447,0.4484158754348755,0.4843957722187042,0.525031566619873,0.5921240448951721,0.5100404596819513,-4.171251623455485
99,TV,ec_alpha_noisy,10.0,2.0377676486968994,1.4794374704360962,1.7934014797210693,2.013526439666748,2.271291971206665,2.654426097869873,1.564196790180722,30.27565722478325
99,Display,ec_alpha_noisy,10.0,0.17094512283802032,0.13538403809070587,0.15439727902412415,0.16888561844825745,0.18549202382564545,0.2138616442680359,0.17743900999298082,-3.6597854976858746
101,TV,default,1.0,4.795001983642578,4.314009666442871,4.592535972595215,4.797262191772461,5.0001935958862305,5.284985065460205,5.87507505674133,-18.383987654071355
101,Display,default,1.0,3.2467944622039795,2.951521873474121,3.1225366592407227,3.244452476501465,3.371910810470581,3.548663377761841,3.3134585230210662,-2.011917769723748
101,TV,default,2.0,2.951139211654663,2.537705898284912,2.7819390296936035,2.9546828269958496,3.1242222785949707,3.375159740447998,4.762085789123219,-38.0284324487565
101,Display,default,2.0,1.7530103921890259,1.5056158304214478,1.6455715894699097,1.7470641136169434,1.8531423807144165,2.009538412094116,1.661397282054772,5.514220537362946
101,TV,default,3.0,2.0344953536987305,1.6831746101379395,1.8819856643676758,2.0306971073150635,2.1835761070251465,2.4134089946746826,3.960940107518028,-48.636048552282475
101,Display,default,3.0,1.120802879333496,0.927747905254364,1.0327551364898682,1.1146701574325562,1.2052161693572998,1.3295083045959473,1.017582030676198,10.143737364220783
101,TV,default,5.0,1.1599862575531006,0.9120086431503296,1.0473350286483765,1.1546807289123535,1.2674261331558228,1.434217929840088,2.8946315469787645,-59.92628979795989
101,Display,default,5.0,0.5877022743225098,0.4673803150653839,0.5311009883880615,0.5827831029891968,0.6396105289459229,0.7271111607551575,0.5071188885759644,15.890432709542868
101,TV,default,10.0,0.4642702639102936,0.34228944778442383,0.40572741627693176,0.46058499813079834,0.5174133777618408,0.6101488471031189,1.6027432811974631,-71.03277428413728
101,Display,default,10.0,0.21731294691562653,0.16542024910449982,0.1921348124742508,0.213978573679924,0.23916658759117126,0.27960386872291565,0.17601921049163197,23.459789592657955
101,TV,ec_alpha_noisy,1.0,5.092787265777588,4.569432735443115,4.884765625,5.097437858581543,5.293848037719727,5.593536853790283,5.87507505674133,-13.315366755461433
101,Display,ec_alpha_noisy,1.0,3.2354931831359863,2.929971218109131,3.1204464435577393,3.2328264713287354,3.3487212657928467,3.555046319961548,3.3134585230210662,-2.352989764120983
101,TV,ec_alpha_noisy,2.0,3.9689974784851074,3.4614744186401367,3.7547483444213867,3.968360424041748,4.179708480834961,4.4774346351623535,4.762085789123219,-16.654221401251423
101,Display,ec_alpha_noisy,2.0,1.643892526626587,1.426283359527588,1.557483196258545,1.6371276378631592,1.7291572093963623,1.8781514167785645,1.661397282054772,-1.0536164719455732
101,TV,ec_alpha_noisy,3.0,3.2114789485931396,2.681966781616211,2.9771342277526855,3.208446502685547,3.429391860961914,3.7889230251312256,3.960940107518028,-18.92129490931661
101,Display,ec_alpha_noisy,3.0,1.0164906978607178,0.8568251729011536,0.9486010074615479,1.009711503982544,1.0813870429992676,1.1937024593353271,1.017582030676198,-0.10724765007446013
101,TV,ec_alpha_noisy,5.0,2.2625646591186523,1.7479013204574585,2.0338544845581055,2.2477312088012695,2.4689159393310547,2.8652734756469727,2.8946315469787645,-21.835832215669182
101,Display,ec_alpha_noisy,5.0,0.5136507749557495,0.41946256160736084,0.471632182598114,0.5088682770729065,0.5523852705955505,0.6248383522033691,0.5071188885759644,1.2880384712403936
101,TV,ec_alpha_noisy,10.0,1.1958208084106445,0.8168648481369019,1.0203533172607422,1.1672345399856567,1.3452497720718384,1.6601712703704834,1.6027432811974631,-25.389123608291975
101,Display,ec_alpha_noisy,10.0,0.18246954679489136,0.14399327337741852,0.1648462414741516,0.1801033765077591,0.1985134482383728,0.2294241338968277,0.17601921049163197,3.6645638196213026
555,TV,default,1.0,6.253109931945801,5.687294960021973,6.016339302062988,6.244900226593018,6.499329566955566,6.844175815582275,5.872390506997097,6.483210278592111
555,Display,default,1.0,2.3767924308776855,2.097097158432007,2.2625527381896973,2.3711836338043213,2.4883127212524414,2.6716837882995605,3.307303175944453,-28.135030130736205
555,TV,default,2.0,3.8339414596557617,3.301497459411621,3.6208138465881348,3.8336105346679688,4.044496536254883,4.366611957550049,4.75758526298426,-19.414130326045488
555,Display,default,2.0,1.1037111282348633,0.9317036271095276,1.029471516609192,1.0985536575317383,1.16982901096344,1.2951310873031616,1.6535918570136279,-33.25371532560908
555,TV,default,3.0,2.6364407539367676,2.179321050643921,2.4373559951782227,2.6316330432891846,2.824307918548584,3.106876850128174,3.956225830363134,-33.35970020460702
555,Display,default,3.0,0.6512759327888489,0.5327872633934021,0.5987613797187805,0.6459736824035645,0.6963598132133484,0.7846778035163879,1.0106212718883034,-35.55687467650793
555,TV,default,5.0,1.4982413053512573,1.1778706312179565,1.3515799045562744,1.4910237789154053,1.6339536905288696,1.848931908607483,2.890759968984129,-48.17136941751101
555,Display,default,5.0,0.31294918060302734,0.24721351265907288,0.2833833396434784,0.3091009259223938,0.33739173412323,0.3893328309059143,0.502249756156177,-37.69052612427465
555,TV,default,10.0,0.5970185399055481,0.4377368092536926,0.5205380916595459,0.5900632739067078,0.6644755005836487,0.7797157168388367,1.600947662951077,-62.70842865624695
555,Display,default,10.0,0.10532311350107193,0.07992997020483017,0.09358265995979309,0.10359776020050049,0.11486656963825226,0.13654886186122894,0.1736816992619243,-39.35854269698432
555,TV,ec_alpha_noisy,1.0,6.820709705352783,6.266160011291504,6.586446285247803,6.8118367195129395,7.046535491943359,7.387010097503662,5.872390506997097,16.148776162377843
