seed,channel,variant,spend_multiplier,mean,q05,q25,q50,q75,q95,true_mroi,pct_error
15510,Display,truth,10.0,0.1758115360350134,,,,,,,
16847,TV,truth,1.0,5.8635897501494725,,,,,,,
16847,TV,truth,2.0,4.740158391034578,,,,,,,
16847,TV,truth,3.0,3.9351861441101232,,,,,,,
16847,TV,truth,5.0,2.8690475545283465,,,,,,,
16847,TV,truth,10.0,1.5847437529543456,,,,,,,
16847,Display,truth,1.0,3.3072919519613997,,,,,,,
16847,Display,truth,2.0,1.6550507041288476,,,,,,,
16847,Display,truth,3.0,1.0121534550005484,,,,,,,
16847,Display,truth,5.0,0.5033421900385633,,,,,,,
16847,Display,truth,10.0,0.1742237497856249,,,,,,,
2016,TV,truth,1.0,5.8589633295068655,,,,,,,
2016,TV,truth,2.0,4.731533834574058,,,,,,,
2016,TV,truth,3.0,3.92524440504143,,,,,,,
2016,TV,truth,5.0,2.8589778313762975,,,,,,,
2016,TV,truth,10.0,1.5768015300740463,,,,,,,
2016,Display,truth,1.0,3.295951545652677,,,,,,,
2016,Display,truth,2.0,1.6474661467049942,,,,,,,
2016,Display,truth,3.0,1.0073461947528906,,,,,,,
2016,Display,truth,5.0,0.50108212863199,,,,,,,
2016,Display,truth,10.0,0.1735210470205958,,,,,,,
2024,TV,truth,1.0,5.872869701716211,,,,,,,
2024,TV,truth,2.0,4.757065800950317,,,,,,,
2024,TV,truth,3.0,3.954511299447615,,,,,,,
2024,TV,truth,5.0,2.8874661782707327,,,,,,,
2024,TV,truth,10.0,1.5969676988215822,,,,,,,
2024,Display,truth,1.0,3.303588973468535,,,,,,,
2024,Display,truth,2.0,1.6536181490745443,,,,,,,
2024,Display,truth,3.0,1.011820440426298,,,,,,,
2024,Display,truth,5.0,0.5036265349401899,,,,,,,
2024,Display,truth,10.0,0.1744899842430446,,,,,,,
21877,TV,truth,1.0,5.874457391682181,,,,,,,
21877,TV,truth,2.0,4.760115607244989,,,,,,,
21877,TV,truth,3.0,3.957954916407037,,,,,,,
21877,TV,truth,5.0,2.891086366153909,,,,,,,
21877,TV,truth,10.0,1.5998505762790431,,,,,,,
21877,Display,truth,1.0,3.2940065941883296,,,,,,,
21877,Display,truth,2.0,1.6465719562044352,,,,,,,
21877,Display,truth,3.0,1.0070371971058594,,,,,,,
21877,Display,truth,5.0,0.5010839188645058,,,,,,,
21877,Display,truth,10.0,0.1736195007726786,,,,,,,
2559,TV,truth,1.0,5.878495761578846,,,,,,,
2559,TV,truth,2.0,4.768757824510989,,,,,,,
2559,TV,truth,3.0,3.9689461127712464,,,,,,,
2559,TV,truth,5.0,2.9031779833565228,,,,,,,
2559,TV,truth,10.0,1.6098126600425031,,,,,,,
2559,Display,truth,1.0,3.311040163194723,,,,,,,
2559,Display,truth,2.0,1.6588183683849616,,,,,,,
2559,Display,truth,3.0,1.0153836955060556,,,,,,,
2559,Display,truth,5.0,0.5056591258216993,,,,,,,
2559,Display,truth,10.0,0.1753906754884449,,,,,,,
28214,TV,truth,1.0,5.860954367376269,,,,,,,
28214,TV,truth,2.0,4.734906487530882,,,,,,,
28214,TV,truth,3.0,3.9288398981091097,,,,,,,
28214,TV,truth,5.0,2.862265509178291,,,,,,,
28214,TV,truth,10.0,1.5790110883167163,,,,,,,
28214,Display,truth,1.0,3.317397631536703,,,,,,,
28214,Display,truth,2.0,1.6642957148202155,,,,,,,
28214,Display,truth,3.0,1.019254987386523,,,,,,,
28214,Display,truth,5.0,0.5077724351141333,,,,,,,
28214,Display,truth,10.0,0.1760825228831973,,,,,,,
28767,TV,truth,1.0,5.856110877069851,,,,,,,
28767,TV,truth,2.0,4.724420741186174,,,,,,,
28767,TV,truth,3.0,3.915517516387093,,,,,,,
28767,TV,truth,5.0,2.8465133472021664,,,,,,,
28767,TV,truth,10.0,1.5643743099784406,,,,,,,
28767,Display,truth,1.0,3.32220944600926,,,,,,,
28767,Display,truth,2.0,1.6671747051378616,,,,,,,
28767,Display,truth,3.0,1.021168622136043,,,,,,,
28767,Display,truth,5.0,0.5088244867906357,,,,,,,
28767,Display,truth,10.0,0.1765188447645793,,,,,,,
31337,TV,truth,1.0,5.873171490100183,,,,,,,
31337,TV,truth,2.0,4.7595264356594935,,,,,,,
31337,TV,truth,3.0,3.958813995465381,,,,,,,
31337,TV,truth,5.0,2.894026177934285,,,,,,,
31337,TV,truth,10.0,1.6042780357255095,,,,,,,
31337,Display,truth,1.0,3.300221366986865,,,,,,,
31337,Display,truth,2.0,1.6493004818485455,,,,,,,
31337,Display,truth,3.0,1.0081609134993288,,,,,,,
31337,Display,truth,5.0,0.5013347733974283,,,,,,,
31337,Display,truth,10.0,0.173626212507034,,,,,,,
32226,TV,truth,1.0,5.870250024962922,,,,,,,
32226,TV,truth,2.0,4.752513009545052,,,,,,,
32226,TV,truth,3.0,3.949512923395774,,,,,,,
32226,TV,truth,5.0,2.8831047446804257,,,,,,,
32226,TV,truth,10.0,1.5946615378520723,,,,,,,
32226,Display,truth,1.0,3.3118228578472104,,,,,,,
32226,Display,truth,2.0,1.6582268060718586,,,,,,,
32226,Display,truth,3.0,1.0144130362146797,,,,,,,
32226,Display,truth,5.0,0.5046596032442161,,,,,,,
32226,Display,truth,10.0,0.174727621119544,,,,,,,
32325,TV,truth,1.0,5.8547182297861955,,,,,,,
32325,TV,truth,2.0,4.7240894819060335,,,,,,,
32325,TV,truth,3.0,3.9165747729392137,,,,,,,
32325,TV,truth,5.0,2.849946939712377,,,,,,,
32325,TV,truth,10.0,1.569144520524609,,,,,,,
32325,Display,truth,1.0,3.298867774301794,,,,,,,
32325,Display,truth,2.0,1.6493878277309362,,,,,,,
32325,Display,truth,3.0,1.0085784713701886,,,,,,,
32325,Display,truth,5.0,0.5016976256569861,,,,,,,
32325,Display,truth,10.0,0.1737269200959483,,,,,,,
33080,TV,truth,1.0,5.877510168565771,,,,,,,
33080,TV,truth,2.0,4.766494022420994,,,,,,,
33080,TV,truth,3.0,3.965890070335303,,,,,,,
33080,TV,truth,5.0,2.8996132045330008,,,,,,,
33080,TV,truth,10.0,1.6065418037375028,,,,,,,
33080,Display,truth,1.0,3.313201094397347,,,,,,,
33080,Display,truth,2.0,1.6603227530276703,,,,,,,
33080,Display,truth,3.0,1.0161184006660464,,,,,,,
33080,Display,truth,5.0,0.5057996024415231,,,,,,,
33080,Display,truth,10.0,0.1752677248244256,,,,,,,
35532,TV,truth,1.0,5.8778584642850005,,,,,,,
35532,TV,truth,2.0,4.768396242914903,,,,,,,
35532,TV,truth,3.0,3.969215445420201,,,,,,,
35532,TV,truth,5.0,2.904754879512911,,,,,,,
35532,TV,truth,10.0,1.6126128424860695,,,,,,,
35532,Display,truth,1.0,3.3186421327629847,,,,,,,
35532,Display,truth,2.0,1.6648694753808684,,,,,,,
35532,Display,truth,3.0,1.0196935414199897,,,,,,,
35532,Display,truth,5.0,0.5080261990070656,,,,,,,
35532,Display,truth,10.0,0.1761879938979825,,,,,,,
3573,TV,truth,1.0,5.853780277886628,,,,,,,
3573,TV,truth,2.0,4.721626405174083,,,,,,,
3573,TV,truth,3.0,3.913583061249097,,,,,,,
3573,TV,truth,5.0,2.8467681663691025,,,,,,,
3573,TV,truth,10.0,1.566992908655817,,,,,,,
3573,Display,truth,1.0,3.3106382749435723,,,,,,,
3573,Display,truth,2.0,1.6582812032994605,,,,,,,
3573,Display,truth,3.0,1.0148570841648,,,,,,,
3573,Display,truth,5.0,0.5052722158156429,,,,,,,
3573,Display,truth,10.0,0.175155384549412,,,,,,,
36452,TV,truth,1.0,5.870025419634701,,,,,,,
36452,TV,truth,2.0,4.752546839786979,,,,,,,
36452,TV,truth,3.0,3.949868767378261,,,,,,,
36452,TV,truth,5.0,2.883828963346117,,,,,,,
36452,TV,truth,10.0,1.5951892607051312,,,,,,,
36452,Display,truth,1.0,3.311129127511925,,,,,,,
36452,Display,truth,2.0,1.6590269490353458,,,,,,,
36452,Display,truth,3.0,1.01569108464646,,,,,,,
36452,Display,truth,5.0,0.5059176397441567,,,,,,,
36452,Display,truth,10.0,0.1755233352585135,,,,,,,
38578,TV,truth,1.0,5.868417674656497,,,,,,,
38578,TV,truth,2.0,4.74903025763519,,,,,,,
38578,TV,truth,3.0,3.9452003802981728,,,,,,,
38578,TV,truth,5.0,2.878396138100906,,,,,,,
38578,TV,truth,10.0,1.590455121436667,,,,,,,
38578,Display,truth,1.0,3.319681332011964,,,,,,,
38578,Display,truth,2.0,1.6648682264644186,,,,,,,
38578,Display,truth,3.0,1.019303804595498,,,,,,,
38578,Display,truth,5.0,0.5075478642366463,,,,,,,
38578,Display,truth,10.0,0.1759309386081607,,,,,,,
41172,TV,truth,1.0,5.860773378465708,,,,,,,
41172,TV,truth,2.0,4.735688374737474,,,,,,,
41172,TV,truth,3.0,3.930829585313996,,,,,,,
41172,TV,truth,5.0,2.8653955530517963,,,,,,,
41172,TV,truth,10.0,1.582516258320173,,,,,,,
41172,Display,truth,1.0,3.333666948281961,,,,,,,
41172,Display,truth,2.0,1.6792819353194706,,,,,,,
41172,Display,truth,3.0,1.0309595912663103,,,,,,,
41172,Display,truth,5.0,0.5151319167891044,,,,,,,
41172,Display,truth,10.0,0.179328595989563,,,,,,,
42,TV,truth,1.0,5.870535179062455,,,,,,,
42,TV,truth,2.0,4.753827972606016,,,,,,,
42,TV,truth,3.0,3.951643566914736,,,,,,,
42,TV,truth,5.0,2.8862898713600096,,,,,,,
42,TV,truth,10.0,1.598081317174851,,,,,,,
42,Display,truth,1.0,3.3046527395589407,,,,,,,
42,Display,truth,2.0,1.6542092252483476,,,,,,,
42,Display,truth,3.0,1.0121716031521877,,,,,,,
42,Display,truth,5.0,0.5038521234643334,,,,,,,
42,Display,truth,10.0,0.1745841524732209,,,,,,,
42975,TV,truth,1.0,5.867615629178714,,,,,,,
42975,TV,truth,2.0,4.747706735706517,,,,,,,
42975,TV,truth,3.0,3.9440502589811057,,,,,,,
42975,TV,truth,5.0,2.877764167237431,,,,,,,
42975,TV,truth,10.0,1.5906883852761662,,,,,,,
42975,Display,truth,1.0,3.2936555947071824,,,,,,,
42975,Display,truth,2.0,1.6458987122491398,,,,,,,
42975,Display,truth,3.0,1.0062806668787212,,,,,,,
42975,Display,truth,5.0,0.50051281556483,,,,,,,
42975,Display,truth,10.0,0.1733281611289143,,,,,,,
44329,TV,truth,1.0,5.874891780896793,,,,,,,
44329,TV,truth,2.0,4.761372733716325,,,,,,,
44329,TV,truth,3.0,3.9598656781908255,,,,,,,
44329,TV,truth,5.0,2.893318819848053,,,,,,,
44329,TV,truth,10.0,1.6016747656967767,,,,,,,
44329,Display,truth,1.0,3.3107140791294465,,,,,,,
44329,Display,truth,2.0,1.657175959479749,,,,,,,
44329,Display,truth,3.0,1.0136825139959875,,,,,,,
44329,Display,truth,5.0,0.5043351895595751,,,,,,,
44329,Display,truth,10.0,0.1747842121396626,,,,,,,
49024,TV,truth,1.0,5.868223136517281,,,,,,,
49024,TV,truth,2.0,4.748777763885684,,,,,,,
49024,TV,truth,3.0,3.945212799947192,,,,,,,
49024,TV,truth,5.0,2.878673922234986,,,,,,,
49024,TV,truth,10.0,1.5911335361727368,,,,,,,
49024,Display,truth,1.0,3.3072730234612044,,,,,,,
49024,Display,truth,2.0,1.656448444464337,,,,,,,
49024,Display,truth,3.0,1.0138280837172635,,,,,,,
49024,Display,truth,5.0,0.5047981643581199,,,,,,,
49024,Display,truth,10.0,0.1749853514401939,,,,,,,
52463,TV,truth,1.0,5.868694468081935,,,,,,,
52463,TV,truth,2.0,4.74960904310464,,,,,,,
52463,TV,truth,3.0,3.9460533245949265,,,,,,,
52463,TV,truth,5.0,2.879338102916227,,,,,,,
52463,TV,truth,10.0,1.5910495435284866,,,,,,,
52463,Display,truth,1.0,3.3140739383354716,,,,,,,
52463,Display,truth,2.0,1.6614412597772923,,,,,,,
52463,Display,truth,3.0,1.0171292540655292,,,,,,,
52463,Display,truth,5.0,0.5064410447496908,,,,,,,
52463,Display,truth,10.0,0.1754193239316653,,,,,,,
54351,TV,truth,1.0,5.865722283419049,,,,,,,
54351,TV,truth,2.0,4.745125143428469,,,,,,,
54351,TV,truth,3.0,3.9416734229001302,,,,,,,
54351,TV,truth,5.0,2.8765845397017995,,,,,,,
54351,TV,truth,10.0,1.5911367473651894,,,,,,,
54351,Display,truth,1.0,3.314046817033455,,,,,,,
54351,Display,truth,2.0,1.6629737855271154,,,,,,,
54351,Display,truth,3.0,1.0189312252027014,,,,,,,
54351,Display,truth,5.0,0.5079742900423582,,,,,,,
54351,Display,truth,10.0,0.1762922223430501,,,,,,,
55463,TV,truth,1.0,5.860863723841296,,,,,,,
55463,TV,truth,2.0,4.734663511817608,,,,,,,
55463,TV,truth,3.0,3.928899275525554,,,,,,,
55463,TV,truth,5.0,2.8624173177680947,,,,,,,
55463,TV,truth,10.0,1.579329848076495,,,,,,,
55463,Display,truth,1.0,3.3122760481507223,,,,,,,
55463,Display,truth,2.0,1.6586339884172074,,,,,,,
55463,Display,truth,3.0,1.0147919584870606,,,,,,,
55463,Display,truth,5.0,0.5049379652367417,,,,,,,
55463,Display,truth,10.0,0.1748751437811666,,,,,,,
555,TV,truth,1.0,5.872390506997097,,,,,,,
555,TV,truth,2.0,4.75758526298426,,,,,,,
555,TV,truth,3.0,3.956225830363134,,,,,,,
555,TV,truth,5.0,2.890759968984129,,,,,,,
555,TV,truth,10.0,1.600947662951077,,,,,,,
555,Display,truth,1.0,3.3073036995613645,,,,,,,
555,Display,truth,2.0,1.6535921188126272,,,,,,,
555,Display,truth,3.0,1.0106214318912912,,,,,,,
555,Display,truth,5.0,0.5022498356730681,,,,,,,
555,Display,truth,10.0,0.1736817267594563,,,,,,,
57719,TV,truth,1.0,5.865427954849223,,,,,,,
57719,TV,truth,2.0,4.743737102161587,,,,,,,
57719,TV,truth,3.0,3.9392057634040953,,,,,,,
57719,TV,truth,5.0,2.872422404415512,,,,,,,
57719,TV,truth,10.0,1.5857883739557517,,,,,,,
57719,Display,truth,1.0,3.3081012063502695,,,,,,,
57719,Display,truth,2.0,1.654940427853381,,,,,,,
57719,Display,truth,3.0,1.0120272674024984,,,,,,,
57719,Display,truth,5.0,0.5034094134762381,,,,,,,
57719,Display,truth,10.0,0.1743344509638117,,,,,,,
61225,TV,truth,1.0,5.8753131055793295,,,,,,,
61225,TV,truth,2.0,4.762306834976662,,,,,,,
61225,TV,truth,3.0,3.961050690227656,,,,,,,
61225,TV,truth,5.0,2.8948710505761293,,,,,,,
61225,TV,truth,10.0,1.6034636299378071,,,,,,,
61225,Display,truth,1.0,3.313075491936388,,,,,,,
61225,Display,truth,2.0,1.660987830299915,,,,,,,
61225,Display,truth,3.0,1.0170778377667722,,,,,,,
61225,Display,truth,5.0,0.5066703751860838,,,,,,,
61225,Display,truth,10.0,0.1756529419875372,,,,,,,
61686,TV,truth,1.0,5.857713883722667,,,,,,,
61686,TV,truth,2.0,4.7289501241638465,,,,,,,
61686,TV,truth,3.0,3.921858044218933,,,,,,,
61686,TV,truth,5.0,2.854981800618162,,,,,,,
61686,TV,truth,10.0,1.5727943628306054,,,,,,,
61686,Display,truth,1.0,3.319054348032173,,,,,,,
61686,Display,truth,2.0,1.665601287689923,,,,,,,
61686,Display,truth,3.0,1.0204510972052,,,,,,,
61686,Display,truth,5.0,0.5086558807390943,,,,,,,
61686,Display,truth,10.0,0.1765625867500995,,,,,,,
62256,TV,truth,1.0,5.862932167985744,,,,,,,
62256,TV,truth,2.0,4.739521267192919,,,,,,,
62256,TV,truth,3.0,3.9353827853527816,,,,,,,
62256,TV,truth,5.0,2.870273076194272,,,,,,,
62256,TV,truth,10.0,1.5868343876321205,,,,,,,
62256,Display,truth,1.0,3.290748141589317,,,,,,,
62256,Display,truth,2.0,1.6447345228744403,,,,,,,
62256,Display,truth,3.0,1.005856605219711,,,,,,,
62256,Display,truth,5.0,0.5004919295804074,,,,,,,
62256,Display,truth,10.0,0.1733723047776322,,,,,,,
6928,TV,truth,1.0,5.865073978517839,,,,,,,
6928,TV,truth,2.0,4.74284264806476,,,,,,,
6928,TV,truth,3.0,3.93844735877861,,,,,,,
6928,TV,truth,5.0,2.87226284361738,,,,,,,
6928,TV,truth,10.0,1.586802910648817,,,,,,,
6928,Display,truth,1.0,3.3045216358858784,,,,,,,
6928,Display,truth,2.0,1.6548259652766226,,,,,,,
6928,Display,truth,3.0,1.012880194907511,,,,,,,
6928,Display,truth,5.0,0.5043314992784901,,,,,,,
6928,Display,truth,10.0,0.1748442076228131,,,,,,,
7,TV,truth,1.0,5.872906102707943,,,,,,,
7,TV,truth,2.0,4.757403177551883,,,,,,,
7,TV,truth,3.0,3.954970555641275,,,,,,,
7,TV,truth,5.0,2.888211566346235,,,,,,,
7,TV,truth,10.0,1.597669651355073,,,,,,,
7,Display,truth,1.0,3.309897109914494,,,,,,,
7,Display,truth,2.0,1.6607579300493809,,,,,,,
7,Display,truth,3.0,1.0177181257470544,,,,,,,
7,Display,truth,5.0,0.5074636072742088,,,,,,,
7,Display,truth,10.0,0.1761800368423205,,,,,,,
71064,TV,truth,1.0,5.865992409776724,,,,,,,
71064,TV,truth,2.0,4.744939231445999,,,,,,,
71064,TV,truth,3.0,3.9409380011042225,,,,,,,
71064,TV,truth,5.0,2.8749349598879546,,,,,,,
71064,TV,truth,10.0,1.588986428763909,,,,,,,
71064,Display,truth,1.0,3.334683103454741,,,,,,,
71064,Display,truth,2.0,1.679134961991055,,,,,,,
71064,Display,truth,3.0,1.030557349463738,,,,,,,
71064,Display,truth,5.0,0.5145935092844516,,,,,,,
71064,Display,truth,10.0,0.1788487367399242,,,,,,,
77175,TV,truth,1.0,5.863815971035743,,,,,,,
77175,TV,truth,2.0,4.740905729201347,,,,,,,
77175,TV,truth,3.0,3.936233482675114,,,,,,,
77175,TV,truth,5.0,2.8704101412246517,,,,,,,
77175,TV,truth,10.0,1.5860175644204322,,,,,,,
77175,Display,truth,1.0,3.281206793382079,,,,,,,
77175,Display,truth,2.0,1.635595201118048,,,,,,,
77175,Display,truth,3.0,0.9986677449864392,,,,,,,
77175,Display,truth,5.0,0.4959886854023135,,,,,,,
77175,Display,truth,10.0,0.1714576122691007,,,,,,,
78122,TV,truth,1.0,5.8721773827955195,,,,,,,
78122,TV,truth,2.0,4.755904864807442,,,,,,,
78122,TV,truth,3.0,3.953080402407717,,,,,,,
78122,TV,truth,5.0,2.8859039579400334,,,,,,,
78122,TV,truth,10.0,1.5953191036880363,,,,,,,
78122,Display,truth,1.0,3.2872760390053717,,,,,,,
78122,Display,truth,2.0,1.6419682213114646,,,,,,,
78122,Display,truth,3.0,1.003765168210776,,,,,,,
78122,Display,truth,5.0,0.4992511058448865,,,,,,,
78122,Display,truth,10.0,0.1728983260384301,,,,,,,
8,TV,truth,1.0,5.8545600877681325,,,,,,,
8,TV,truth,2.0,4.723391330067955,,,,,,,
8,TV,truth,3.0,3.916179360415827,,,,,,,
8,TV,truth,5.0,2.850402614126576,,,,,,,
8,TV,truth,10.0,1.5711101262986562,,,,,,,
8,Display,truth,1.0,3.312854454593554,,,,,,,
8,Display,truth,2.0,1.6603298045338513,,,,,,,
8,Display,truth,3.0,1.0164334683941227,,,,,,,
8,Display,truth,5.0,0.5061555952562691,,,,,,,
8,Display,truth,10.0,0.1754338553978526,,,,,,,
80694,TV,truth,1.0,5.874637608466423,,,,,,,
80694,TV,truth,2.0,4.760246203862252,,,,,,,
80694,TV,truth,3.0,3.9579618705126953,,,,,,,
80694,TV,truth,5.0,2.890599591001968,,,,,,,
80694,TV,truth,10.0,1.5986545153281213,,,,,,,
80694,Display,truth,1.0,3.2892750468471452,,,,,,,
80694,Display,truth,2.0,1.6424370321258894,,,,,,,
80694,Display,truth,3.0,1.0037786896964982,,,,,,,
80694,Display,truth,5.0,0.4990424088542792,,,,,,,
80694,Display,truth,10.0,0.1727119675253408,,,,,,,
84275,TV,truth,1.0,5.872554832931915,,,,,,,
84275,TV,truth,2.0,4.759340757184774,,,,,,,
84275,TV,truth,3.0,3.9591155759588865,,,,,,,
84275,TV,truth,5.0,2.895084616868556,,,,,,,
84275,TV,truth,10.0,1.605439089159396,,,,,,,
84275,Display,truth,1.0,3.2909013880047953,,,,,,,
84275,Display,truth,2.0,1.6454506940023976,,,,,,,
84275,Display,truth,3.0,1.0065050591447755,,,,,,,
84275,Display,truth,5.0,0.5009375312873093,,,,,,,
84275,Display,truth,10.0,0.1735790600694593,,,,,,,
86071,TV,truth,1.0,5.873298106073429,,,,,,,
86071,TV,truth,2.0,4.759187433775602,,,,,,,
86071,TV,truth,3.0,3.957833734076258,,,,,,,
86071,TV,truth,5.0,2.89223230650803,,,,,,,
86071,TV,truth,10.0,1.602081635147714,,,,,,,
86071,Display,truth,1.0,3.3120219701919056,,,,,,,
86071,Display,truth,2.0,1.66191827755171,,,,,,,
86071,Display,truth,3.0,1.0184355365576712,,,,,,,
86071,Display,truth,5.0,0.5078989308933328,,,,,,,
86071,Display,truth,10.0,0.1764036588996104,,,,,,,
88982,TV,truth,1.0,5.871551512897768,,,,,,,
88982,TV,truth,2.0,4.75561624829658,,,,,,,
88982,TV,truth,3.0,3.953530230828389,,,,,,,
88982,TV,truth,5.0,2.887456977833496,,,,,,,
88982,TV,truth,10.0,1.598016664656332,,,,,,,
88982,Display,truth,1.0,3.310836915110502,,,,,,,
88982,Display,truth,2.0,1.661675638980064,,,,,,,
88982,Display,truth,3.0,1.0185146376588528,,,,,,,
88982,Display,truth,5.0,0.5080831316978563,,,,,,,
88982,Display,truth,10.0,0.1765730248600908,,,,,,,
89066,TV,truth,1.0,5.8725687026216455,,,,,,,
89066,TV,truth,2.0,4.757004183549487,,,,,,,
89066,TV,truth,3.0,3.9547710625746753,,,,,,,
89066,TV,truth,5.0,2.8883202502160437,,,,,,,
89066,TV,truth,10.0,1.5984116523572751,,,,,,,
89066,Display,truth,1.0,3.3105504450118395,,,,,,,
89066,Display,truth,2.0,1.6580520453799652,,,,,,,
89066,Display,truth,3.0,1.014643673312744,,,,,,,
89066,Display,truth,5.0,0.5051063022459487,,,,,,,
89066,Display,truth,10.0,0.1751131148117794,,,,,,,
90033,TV,truth,1.0,5.874088203864066,,,,,,,
90033,TV,truth,2.0,4.75931950754827,,,,,,,
90033,TV,truth,3.0,3.956833595288288,,,,,,,
90033,TV,truth,5.0,2.889558918089668,,,,,,,
90033,TV,truth,10.0,1.5979566164129058,,,,,,,
90033,Display,truth,1.0,3.303421944726818,,,,,,,
90033,Display,truth,2.0,1.6538312121589442,,,,,,,
90033,Display,truth,3.0,1.0120905768309068,,,,,,,
90033,Display,truth,5.0,0.50392799339745,,,,,,,
90033,Display,truth,10.0,0.1747254278148625,,,,,,,
93612,TV,truth,1.0,5.862357317154121,,,,,,,
93612,TV,truth,2.0,4.737284744515069,,,,,,,
93612,TV,truth,3.0,3.9311997620119503,,,,,,,
93612,TV,truth,5.0,2.8634659574460284,,,,,,,
93612,TV,truth,10.0,1.578200759938773,,,,,,,
93612,Display,truth,1.0,3.3123125758809873,,,,,,,
93612,Display,truth,2.0,1.660601292186597,,,,,,,
93612,Display,truth,3.0,1.0168310366964433,,,,,,,
93612,Display,truth,5.0,0.5064515818316331,,,,,,,
93612,Display,truth,10.0,0.1755776677221467,,,,,,,
93750,TV,truth,1.0,5.853003875928532,,,,,,,
93750,TV,truth,2.0,4.719093030611878,,,,,,,
93750,TV,truth,3.0,3.909873360986909,,,,,,,
93750,TV,truth,5.0,2.8419905507057828,,,,,,,
93750,TV,truth,10.0,1.5625135762764015,,,,,,,
93750,Display,truth,1.0,3.3128823317106995,,,,,,,
93750,Display,truth,2.0,1.6590978116482855,,,,,,,
93750,Display,truth,3.0,1.015018804488269,,,,,,,
93750,Display,truth,5.0,0.505032868030388,,,,,,,
93750,Display,truth,10.0,0.174906354545038,,,,,,,
938,TV,truth,1.0,5.87675545646264,,,,,,,
938,TV,truth,2.0,4.764208349444939,,,,,,,
938,TV,truth,3.0,3.962494292341196,,,,,,,
938,TV,truth,5.0,2.895126742399928,,,,,,,
938,TV,truth,10.0,1.6017668289559284,,,,,,,
938,Display,truth,1.0,3.302192349941089,,,,,,,
938,Display,truth,2.0,1.653043279749587,,,,,,,
938,Display,truth,3.0,1.0114884809429905,,,,,,,
938,Display,truth,5.0,0.5034823537532284,,,,,,,
938,Display,truth,10.0,0.1744897947698711,,,,,,,
96275,TV,truth,1.0,5.8753120430837065,,,,,,,
96275,TV,truth,2.0,4.762685104958469,,,,,,,
96275,TV,truth,3.0,3.961944601328275,,,,,,,
96275,TV,truth,5.0,2.8963613356285403,,,,,,,
96275,TV,truth,10.0,1.60522265982914,,,,,,,
96275,Display,truth,1.0,3.3132127826493716,,,,,,,
96275,Display,truth,2.0,1.6594533027854044,,,,,,,
96275,Display,truth,3.0,1.015413604504173,,,,,,,
96275,Display,truth,5.0,0.5053563921501466,,,,,,,
96275,Display,truth,10.0,0.17506911212773,,,,,,,
99,TV,truth,1.0,5.851015689322639,,,,,,,
99,TV,truth,2.0,4.716504464073664,,,,,,,
99,TV,truth,3.0,3.9078035602260175,,,,,,,
99,TV,truth,5.0,2.841578081710171,,,,,,,
99,TV,truth,10.0,1.564196790180722,,,,,,,
99,Display,truth,1.0,3.316236184595215,,,,,,,
99,Display,truth,2.0,1.665918802503892,,,,,,,
99,Display,truth,3.0,1.0216685040520854,,,,,,,
99,Display,truth,5.0,0.5100404193067946,,,,,,,
