,geo,time,Display_impression,Social_impression,TV_impression,competitor_activity_score_control,seasonality_index_control,sentiment_score_control,Display_spend,Social_spend,TV_spend,Display_reach,Social_reach,TV_reach,Display_frequency,Social_frequency,TV_frequency,conversions,revenue_per_conversion,population
31,Alabama,2023-08-14,941926.0,969574.0,373819.0,0.106780656,0.053269267,-2.6775322,1895.2987,4666.0557,3782.8267,203877.03,418373.88,118703.69,4.6200695,2.3174822,3.1491773,5.8357425e+06,0.03454645,5.193088e+06
32,Alabama,2023-08-21,496491.0,1.076324e+06,1.34072e+06,3.3018458,0.21761599,-0.35452375,999.01556,5179.7876,13567.292,168002.28,564945.75,266647.28,2.9552662,1.9051803,5.028066,2.1188452e+07,0.0350264,5.193088e+06
33,Alabama,2023-08-28,316725.0,665344.0,1.828378e+06,0.88598424,0.37883225,-1.989377,637.299,3201.9548,18502.102,183714.62,504822.84,377583.78,1.7240069,1.317976,4.8423114,1.3121624e+07,0.034812577,5.193088e+06
34,Alabama,2023-09-04,501058.0,1.154368e+06,1.491573e+06,0.10546402,0.5345672,2.1415274,1008.2051,5555.373,15093.835,154929.77,564945.75,640155.56,3.2341006,2.0433252,2.3300166,1.830504e+07,0.034969173,5.193088e+06
35,Alabama,2023-09-11,612330.0,2.167796e+06,810386.0,0.13187388,0.6825499,2.136642,1232.1012,10432.475,8200.627,174004.36,564945.75,586283.06,3.5190496,3.8371751,1.3822432,1.8294708e+07,0.035232328,5.193088e+06
36,Alabama,2023-09-18,688722.0,2.476798e+06,2.50885e+06,1.9926682,0.8206223,-0.43309268,1385.8136,11919.541,25388.076,336659.25,534692.3,587690.8,2.0457537,4.6321936,4.2689962,1.9392364e+07,0.03476396,5.193088e+06
37,Alabama,2023-09-25,904046.0,1.667364e+06,797599.0,1.0952282,0.9467711,-1.413405,1819.0784,8024.156,8071.2295,204087.0,384699.25,577677.6,4.4297075,4.3342023,1.3806987,1.5441195e+07,0.034689248,5.193088e+06
38,Alabama,2023-10-02,558411.0,421984.0,1.232435e+06,-1.0584966,1.0591568,0.6990496,1123.608,2030.7896,12471.512,219102.66,312670.47,577167.1,2.5486255,1.3496131,2.135317,1.8117808e+07,0.035224237,5.193088e+06
39,Alabama,2023-10-09,957132.0,728261.0,553325.0,-0.37176526,1.1561403,0.2022665,1925.8955,3504.7415,5599.321,223619.44,394132.6,531720.06,4.280181,1.8477569,1.0406314,1.4104341e+07,0.034939356,5.193088e+06
40,Alabama,2023-10-16,429912.0,1.344409e+06,925798.0,-1.1073964,1.2363079,1.2068948,865.0485,6469.9414,9368.527,230140.53,541006.44,533097.06,1.8680402,2.4850144,1.7366413,1.5288142e+07,0.03500992,5.193088e+06
41,Alabama,2023-10-23,216124.0,1.161451e+06,2.666174e+06,0.70056766,1.2984899,0.60791904,434.87445,5589.4595,26980.102,195473.78,564945.75,554588.0,1.1056405,2.0558636,4.807485,1.7244622e+07,0.03501226,5.193088e+06
42,Alabama,2023-10-30,301227.0,758017.0,2.804686e+06,-0.91190773,1.3417801,-0.33739802,606.1146,3647.9417,28381.76,170617.83,564945.75,570250.1,1.76551,1.3417513,4.9183445,1.5259292e+07,0.035352305,5.193088e+06
43,Alabama,2023-11-06,221995.0,1.198428e+06,2.812787e+06,-0.23009427,1.365547,-0.81896156,446.68777,5767.4106,28463.738,202684.84,564945.75,648063.7,1.0952742,2.1213143,4.340294,1.3127804e+07,0.034912247,5.193088e+06
44,Alabama,2023-11-13,1.187113e+06,1.36768e+06,1.612276e+06,-0.34218067,1.3694441,-0.531901,2388.6523,6581.9326,16315.278,285168.88,564945.75,612680.3,4.1628423,2.4209042,2.6315122,1.4087339e+07,0.03488637,5.193088e+06
45,Alabama,2023-11-20,476686.0,2.237246e+06,2.177893e+06,-1.1652893,1.3534144,-1.2201715,959.16486,10766.702,22038.988,318908.97,564945.75,598853.3,1.49474,3.9601088,3.6367717,1.1884459e+07,0.034719463,5.193088e+06
46,Alabama,2023-11-27,784910.0,1.774859e+06,694882.0,-0.18364637,1.3176918,2.4510639,1579.3586,8541.473,7031.794,313744.72,390988.34,619415.9,2.5017486,4.5394177,1.121835,2.500203e+07,0.034787517,5.193088e+06
47,Alabama,2023-12-04,284130.0,664740.0,1.365364e+06,-1.3594375,1.2627972,-0.7202086,571.7129,3199.048,13816.675,260952.6,388417.2,589928.8,1.0888181,1.711408,2.3144565,1.0219459e+07,0.034739535,5.193088e+06
48,Alabama,2023-12-11,284954.0,2.379926e+06,4.862192e+06,0.55993474,1.1895311,-0.024319807,573.37085,11453.346,49202.504,168405.58,546002.2,1.04767425e+06,1.69207,4.358821,4.6409388,1.8382154e+07,0.035186928,5.193088e+06
49,Alabama,2023-12-18,302891.0,2.585641e+06,1.76606e+06,-0.4165948,1.0989618,-0.13613519,609.4629,12443.346,17871.482,135289.52,564945.75,555809.4,2.2388346,4.576795,3.1774557,1.3500993e+07,0.03482966,5.193088e+06
50,Alabama,2023-12-25,731207.0,1.682656e+06,826291.0,-0.5055459,0.9924102,-0.08983838,1471.3,8097.7485,8361.575,169285.6,478352.22,537943.6,4.3193674,3.5176098,1.5360175,1.5395156e+07,0.034826476,5.193088e+06
51,Alabama,2024-01-01,482307.0,2.020779e+06,2.15837e+06,-1.6645457,0.41251114,-1.3364874,970.47516,9724.958,21841.426,222689.17,541398.7,466761.4,2.1658323,3.7325156,4.6241407,6.011233e+06,0.034749746,5.193088e+06
52,Alabama,2024-01-08,1.226035e+06,983835.0,2.040852e+06,-0.6600623,0.23769327,0.057648793,2466.9692,4734.686,20652.215,254322.36,522608.3,467454.22,4.8207917,1.8825479,4.3658867,1.3352322e+07,0.035238933,5.193088e+06
53,Alabama,2024-01-15,645204.0,371944.0,1.543891e+06,-0.32982063,0.05945217,-0.582079,1298.2488,1789.973,15623.262,213043.55,380260.6,477497.75,3.0285084,0.9781281,3.233294,1.0084881e+07,0.0346979,5.193088e+06
54,Alabama,2024-01-22,266623.0,1.434734e+06,755838.0,-0.038209062,-0.11961296,0.18734719,536.48615,6904.6284,7648.633,152394.3,363657.25,352735.97,1.7495576,3.945291,2.1427882,1.2925823e+07,0.03534556,5.193088e+06
55,Alabama,2024-01-29,706093.0,1.566637e+06,1.631535e+06,-1.5793724,-0.29689094,0.87892795,1420.7667,7539.409,16510.168,142910.86,524260.22,337791.6,4.9407916,2.9882817,4.8300037,1.3031312e+07,0.03468418,5.193088e+06
56,Alabama,2024-02-05,290457.0,1.39647e+06,1.198513e+06,0.38442734,-0.46979672,1.1214662,584.4437,6720.484,12128.242,150636.16,564945.75,298544.9,1.9282048,2.4718666,4.0145164,1.768399e+07,0.035121713,5.193088e+06
57,Alabama,2024-02-12,588661.0,2.074248e+06,616073.0,-1.6497058,-0.6358089,-0.80310154,1184.4756,9982.277,6234.294,146653.42,507764.53,246816.72,4.013962,4.085059,2.496076,5.5770205e+06,0.0347551,5.193088e+06
58,Alabama,2024-02-19,665016.0,1.193587e+06,681419.0,-1.1907535,-0.79250664,0.06871513,1338.1136,5744.1133,6895.5566,170733.92,375470.8,159476.16,3.895042,3.1789074,4.2728577,7.534442e+06,0.034706704,5.193088e+06
59,Alabama,2024-02-26,643266.0,1.344877e+06,229770.0,-0.3529379,-0.9376049,0.08503724,1294.3492,6472.1934,2325.1362,165106.53,280234.84,75921.31,3.8960683,4.799106,3.0264285,9.636819e+06,0.03544186,5.193088e+06
60,Alabama,2024-03-04,268286.0,1.422563e+06,99147.0,0.80930275,-1.068988,1.5382881,539.83234,6846.056,1003.30896,109903.54,366817.5,97686.24,2.441101,3.8781211,1.0149573,1.3423028e+07,0.03528099,5.193088e+06
61,Alabama,2024-03-11,131632.0,639317.0,170255.0,1.51097,-1.18474,0.71149874,264.86365,3076.7002,1722.8798,129449.734,399226.9,144887.92,1.0168569,1.6013876,1.1750791,1.4839854e+07,0.034694318,5.193088e+06
62,Alabama,2024-03-18,383794.0,1.355646e+06,268307.0,-0.528212,-1.2831726,-1.107495,772.252,6524.019,2715.108,159950.58,392815.2,63366.188,2.3994565,3.4511032,4.2342296,8.424188e+06,0.035046037,5.193088e+06
63,Alabama,2024-03-25,213224.0,676752.0,73587.0,-0.2031721,-1.3628511,-0.7328565,429.03918,3256.8555,744.65686,151628.53,462814.84,28702.354,1.4062253,1.4622514,2.563808,8.967292e+06,0.034701254,5.193088e+06
64,Alabama,2024-04-01,318155.0,2.78259e+06,160192.0,0.16397288,-1.422613,-0.79595435,640.1764,13391.159,1621.0481,108772.414,564945.75,43634.08,2.9249566,4.925411,3.671257,6.290774e+06,0.034910947,5.193088e+06
65,Alabama,2024-04-08,499371.0,1.330333e+06,25207.0,-0.06461644,-1.4615872,1.4872067,1004.81055,6402.201,255.07991,145111.42,339778.5,18820.5,3.4412925,3.915295,1.339327,9.873771e+06,0.035429683,5.193088e+06
66,Alabama,2024-04-15,491196.0,392287.0,44940.0,0.6726981,-1.4792054,-2.0948224,988.36127,1887.8734,454.76617,145588.98,251322.14,18820.5,3.373855,1.5608938,2.3877995,2.312175e+06,0.03475422,5.193088e+06
67,Alabama,2024-04-22,220239.0,1.123074e+06,51601.0,-0.8036747,-1.4752104,-0.6676686,443.15445,5404.771,522.1716,140818.38,256223.17,36925.66,1.5639927,4.3831882,1.3974303,2.2058952e+06,0.034813844,5.193088e+06
68,Alabama,2024-04-29,262800.0,1.179099e+06,144723.0,-0.9999764,-1.4496607,0.203489,528.7937,5674.3906,1464.511,115280.27,260839.88,77319.26,2.2796583,4.5203953,1.8717594,5.632797e+06,0.035375904,5.193088e+06
69,Alabama,2024-05-06,110052.0,323887.0,286696.0,-0.3890908,-1.4029288,0.3927421,221.4414,1558.6997,2901.1938,89682.086,270818.66,113043.88,1.2271389,1.1959544,2.5361433,9.781751e+06,0.035041347,5.193088e+06
70,Alabama,2024-05-13,345644.0,922320.0,112611.0,-0.43424904,-1.335696,0.46563354,695.48846,4438.6465,1139.5566,78515.0,273894.1,50573.906,4.402271,3.3674345,2.226662,9.328762e+06,0.035453834,5.193088e+06
71,Alabama,2024-05-20,437498.0,1.019031e+06,29886.0,0.5991583,-1.248943,1.3903099,880.3127,4904.0664,302.42862,106589.64,350049.72,18820.5,4.1045084,2.9111025,1.5879551,1.2442806e+07,0.03505099,5.193088e+06
72,Alabama,2024-05-27,635348.0,1.617936e+06,89317.0,0.4178849,-1.1439346,-2.582069,1278.417,7786.2847,903.83514,148921.92,466933.78,80432.01,4.266318,3.4650226,1.1104606,1.9305118e+06,0.034999304,5.193088e+06
73,Alabama,2024-06-03,283102.0,948484.0,212843.0,0.71999216,-1.0222023,0.675416,569.64435,4564.5605,2153.845,258211.55,564945.75,46149.5,1.0963974,1.6788936,4.6120405,1.215619e+07,0.034726124,5.193088e+06
74,Alabama,2024-06-10,385726.0,2.767386e+06,51472.0,0.32529458,-0.8855209,0.4292203,776.1395,13317.99,520.86615,112026.9,564945.75,18820.5,3.443159,4.8984985,2.7349062,1.2742717e+07,0.0354212,5.193088e+06
75,Alabama,2024-06-17,376541.0,844405.0,154220.0,-2.159376,-0.73588383,0.12766561,757.6579,4063.6821,1560.615,113002.56,507669.66,46941.73,3.3321486,1.6632956,3.2853518,5.3917125e+06,0.03471948,5.193088e+06
76,Alabama,2024-06-24,322908.0,1.436531e+06,67977.0,-1.7869908,-0.57547295,0.27869812,649.7401,6913.2764,687.887,183083.98,403185.12,18820.5,1.7637134,3.5629566,3.6118472,6.97182e+06,0.03466425,5.193088e+06
77,Alabama,2024-07-01,657881.0,675037.0,112897.0,0.12757345,-0.40662754,-0.6055658,1323.7568,3248.602,1142.4508,219869.55,302522.53,95247.91,2.992144,2.2313607,1.1852945,1.1376253e+07,0.035179585,5.193088e+06
78,Alabama,2024-07-08,841687.0,1.276661e+06,182591.0,0.08545551,-0.23180966,0.9800058,1693.6025,6143.9053,1847.7128,220525.45,294496.5,117791.7,3.8167343,4.335062,1.5501207,1.3224219e+07,0.035224218,5.193088e+06
79,Alabama,2024-07-15,636684.0,1.03794e+06,759401.0,-0.35251638,-0.053568583,1.1555799,1281.1052,4995.0654,7684.6885,202358.06,297400.5,201245.27,3.1463237,3.490042,3.7735078,1.3202118e+07,0.034978475,5.193088e+06
80,Alabama,2024-07-22,677921.0,1.518618e+06,1.10082e+06,1.0962502,0.12549654,-0.17090034,1364.0803,7308.3184,11139.646,167475.75,381126.62,215113.92,4.0478745,3.9845488,5.117384,1.5125265e+07,0.034549545,5.193088e+06
81,Alabama,2024-07-29,720076.0,1.308914e+06,1.789716e+06,0.056968395,0.30277455,-0.3708741,1448.9026,6299.1226,18110.865,162048.28,453844.62,390506.72,4.4435887,2.8840578,4.5830617,1.5827643e+07,0.03500009,5.193088e+06
82,Alabama,2024-08-05,375732.0,1.827934e+06,1.872383e+06,-0.7828195,0.47568032,-0.61471695,756.0301,8796.896,18947.406,206196.3,390581.16,456370.6,1.8222072,4.6800356,4.102769,1.19417e+07,0.034711238,5.193088e+06
83,Alabama,2024-08-12,690350.0,750757.0,1.694354e+06,1.4777359,0.64169246,-1.4456698,1389.0894,3613.003,17145.857,171456.78,350202.84,509625.06,4.0263805,2.143777,3.3247075,1.476113e+07,0.034643464,5.193088e+06
84,Alabama,2024-08-19,652454.0,1.886627e+06,925268.0,0.163646,0.7983902,1.4957088,1312.8369,9079.355,9363.164,138227.75,404233.47,576378.8,4.720136,4.6671715,1.605312,2.1575202e+07,0.035387367,5.193088e+06
85,Alabama,2024-08-26,898133.0,597222.0,2.12699e+06,0.017647825,0.94348854,-0.6092146,1807.1805,2874.119,21523.879,193460.22,564945.75,528095.2,4.6424685,1.0571324,4.027663,1.6749307e+07,0.034530055,5.193088e+06
86,Alabama,2024-09-02,1.180006e+06,1.059041e+06,1.477899e+06,0.3578719,1.0748715,-0.58109295,2374.352,5096.6133,14955.462,266319.8,564945.75,498446.1,4.430787,1.8745894,2.9650128,1.407083e+07,0.03540686,5.193088e+06
87,Alabama,2024-09-09,430601.0,1.371114e+06,1.879154e+06,0.014154782,1.1906235,-0.21591711,866.4349,6598.4585,19015.926,308100.66,564945.75,547093.2,1.3975977,2.4269838,3.434797,1.3995376e+07,0.035432532,5.193088e+06
88,Alabama,2024-09-16,1.515604e+06,753723.0,1.820449e+06,-0.12175077,1.2890563,-0.99666315,3049.6262,3627.2769,18421.865,311733.78,491041.0,524869.6,4.861852,1.5349501,3.4683838,1.5510384e+07,0.03459999,5.193088e+06
89,Alabama,2024-09-23,778578.0,2.518697e+06,2.316008e+06,0.13143143,1.3687347,-2.4500806,1566.6177,12121.179,23436.63,274893.06,507185.97,566925.0,2.8322954,4.966022,4.0852103,1.3953686e+07,0.034724094,5.193088e+06
90,Alabama,2024-09-30,810980.0,919005.0,691467.0,0.49456304,1.4284966,1.7894669,1631.8154,4422.693,6997.2363,246722.83,503863.75,580832.56,3.2870078,1.8239155,1.1904751,2.5109324e+07,0.03535389,5.193088e+06
91,Alabama,2024-10-07,468909.0,1.396314e+06,833298.0,0.76301116,1.4674709,2.0529325,943.51636,6719.733,8432.482,288318.78,564945.75,561761.75,1.6263546,2.4715893,1.483366,2.315575e+07,0.034827925,5.193088e+06
92,Alabama,2024-10-14,782461.0,1.341227e+06,1.119904e+06,-0.67350036,1.485089,-0.05901585,1574.4308,6454.628,11332.765,331134.84,564945.75,671084.56,2.3629665,2.3740807,1.6687968,1.8236146e+07,0.035445742,5.193088e+06
93,Alabama,2024-10-21,955488.0,1.521935e+06,1.500804e+06,0.9448511,1.481094,2.2294583,1922.5875,7324.2817,15187.247,322829.78,526128.3,635330.06,2.9597259,2.8927062,2.3622437,2.3255004e+07,0.035198297,5.193088e+06
94,Alabama,2024-10-28,482335.0,1.121174e+06,2.176356e+06,-0.22892879,1.4555442,1.518909,970.53156,5395.6274,22023.434,287855.06,547898.5,612945.94,1.675617,2.0463173,3.5506492,2.0490202e+07,0.034735095,5.193088e+06
95,Alabama,2024-11-04,789604.0,1.536564e+06,926067.0,-0.81921387,1.4088124,1.0848608,1588.8036,7394.6836,9371.249,249216.4,564945.75,591953.6,3.1683476,2.7198436,1.5644253,1.7724014e+07,0.03524721,5.193088e+06
96,Alabama,2024-11-11,1.359384e+06,2.897544e+06,2.042584e+06,-0.45906842,1.3415796,0.586722,2735.2878,13944.372,20669.74,400082.75,564945.75,610098.6,3.397758,5.1288886,3.3479576,1.770491e+07,0.03493004,5.193088e+06
97,Alabama,2024-11-18,519594.0,1.170259e+06,1.254731e+06,0.43852976,1.2548265,0.621012,1045.5023,5631.848,12697.134,197604.23,564945.75,511568.12,2.6294694,2.0714543,2.4527147,1.8557728e+07,0.034923222,5.193088e+06
98,Alabama,2024-11-25,479629.0,2.23173e+06,816171.0,1.2881688,1.1498182,-2.6119006,965.0867,10740.156,8259.167,198791.77,564945.75,467075.0,2.4127214,3.9503431,1.7474079,1.1138573e+07,0.034568213,5.193088e+06
99,Alabama,2024-12-02,553143.0,2.100115e+06,1.678757e+06,0.4205749,1.0280858,1.4585389,1113.008,10106.761,16988.025,218932.5,484710.88,506367.38,2.5265443,4.3327165,3.315295,2.148734e+07,0.035234425,5.193088e+06
100,Alabama,2024-12-09,565078.0,1.925645e+06,2.101516e+06,0.21314724,0.8914045,-0.3976796,1137.0231,9267.128,21266.098,173122.8,564945.75,550962.9,3.2640307,3.408548,3.8142602,1.3555508e+07,0.035171565,5.193088e+06
101,Alabama,2024-12-16,299403.0,1.409904e+06,2.041473e+06,-0.68065035,0.7417674,-0.10297,602.4445,6785.135,20658.498,141384.92,550256.56,432026.78,2.117643,2.5622656,4.7253394,1.303091e+07,0.035241574,5.193088e+06
102,Alabama,2024-12-23,753422.0,1.362862e+06,1.195282e+06,-0.22940736,0.5813566,0.4595142,1515.9999,6558.746,12095.546,176172.48,467276.44,433275.38,4.276614,2.916608,2.7587128,1.2603629e+07,0.0351946,5.193088e+06
103,Alabama,2024-12-30,1.106262e+06,679657.0,915568.0,-0.6455467,0.41251114,0.080953635,2225.9678,3270.8357,9265.006,232519.66,562358.6,387988.12,4.7577143,1.208583,2.3597848,1.3943492e+07,0.034594107,5.193088e+06
104,Alabama,2025-01-06,1.065759e+06,2.104016e+06,2.325602e+06,0.17553182,1.2248398,-0.30857226,2144.4695,10125.535,23533.715,307311.78,564945.75,496599.12,3.4680061,3.7242792,4.6830564,1.8081456e+07,0.034671705,5.193088e+06
105,Alabama,2025-01-13,1.179724e+06,878195.0,1.121278e+06,0.12038865,1.1341982,1.7368511,2373.7844,4226.296,11346.669,307324.0,427084.72,511019.28,3.8386981,2.0562541,2.1941988,1.5337703e+07,0.03478762,5.193088e+06
106,Alabama,2025-01-20,900267.0,933058.0,1.18952e+06,-0.092067376,1.0270604,-0.9586797,1811.4744,4490.323,12037.238,303927.66,337525.88,451868.6,2.9621093,2.7644057,2.632447,1.4249425e+07,0.03463439,5.193088e+06
107,Alabama,2025-01-27,553650.0,715302.0,1.506334e+06,0.5986811,0.9049886,0.07626694,1114.0282,3442.3765,15243.208,265400.5,346234.38,415881.38,2.0860918,2.0659473,3.6220286,1.7142272e+07,0.034637954,5.193088e+06
108,Alabama,2025-02-03,850404.0,942090.0,1.032894e+06,-0.69768614,0.76976293,0.7390708,1711.1425,4533.7896,10452.275,193414.14,431595.78,327287.9,4.3968043,2.182807,3.1559186,1.484156e+07,0.034601066,5.193088e+06
109,Alabama,2025-02-10,663688.0,847990.0,881284.0,0.4575099,0.6233553,0.18886872,1335.4414,4080.935,8918.072,177071.5,564945.75,335488.22,3.7481372,1.5010122,2.6268702,1.5101983e+07,0.03508303,5.193088e+06
110,Alabama,2025-02-17,618440.0,660476.0,1.441947e+06,-0.83804786,0.46790063,1.069203,1244.3955,3178.5276,14591.65,245202.78,564945.75,350116.34,2.5221553,1.1690971,4.1184783,1.2289962e+07,0.03523943,5.193088e+06
